ocid,comprador,departamento,categoria,monto,dias_consulta,dias_consulta_origen,n_licitantes,adjudicado,descripcion
ocds-dgv273-seacev3-2026-13-41,MINISTERIO DE ECONOMIA Y FINANZAS,LIMA,services,168787.2,0.002777777777777778,calculado,1.0,True,CONTRATACIÓN DEL SERVICIO DE ACCESO A INFORMACIÓN FINANCIERA REFINITIV
ocds-dgv273-seacev3-1232081,MINISTERIO DE ECONOMIA Y FINANZAS,LIMA,services,7909000.0,0.002777777777777778,calculado,1.0,True,SERVICIOS DE ASESORÍA JURÍDICA EN EL MARCO DE LA CONTROVERSIA INICIADA POR LA EMPRESA PROMIGAS S.A. E.S.P.
ocds-dgv273-seacev3-1229664,MINISTERIO DE ECONOMIA Y FINANZAS,LIMA,services,6673000.0,0.002777777777777778,calculado,1.0,True,"SERVICIO DE ASESORÍA JURÍDICA EN EL MARCO DEL ARBITRAJE INTERNACIONAL INICIADO POR LA EMPRESA BLUE WATER WORLDWIDE, BLUE WATER DUNAS LLC ET AL. CONTRA LA REPÚBLICA DEL PERÚ"
ocds-dgv273-seacev3-2026-13-43,MINISTERIO DE ECONOMIA Y FINANZAS,LIMA,services,143818.4,0.003472222222222222,calculado,1.0,True,"SERVICIO DE INFORMACIÓN FINANCIERA ""BLOOMBERG TERMINAL"", PARA LA DIRECCIÓN DE GESTIÓN DE INVERSIONES FINANCIERAS Y MERCADOS DE CAPITALES (DGIFMC) DE LA DIRECCIÓN GENERAL DEL TESORO PÚBLICO (DGTP)"
ocds-dgv273-seacev3-1230126,MINISTERIO DE ECONOMIA Y FINANZAS,LIMA,services,312000.0,0.003472222222222222,calculado,1.0,True,"Servicio de asesoría especializada en daños, en el marco de las nuevas reclamaciones presentadas en el arbitraje internacional iniciado por VINCI Highways SAS & VINCI Concessions SAS"
ocds-dgv273-seacev3-1230077,MINISTERIO DE ECONOMIA Y FINANZAS,LIMA,services,687830.0,0.003472222222222222,calculado,1.0,True,"Servicio de asesoría especializada en tráfico, en el marco de las nuevas reclamaciones presentadas en el arbitraje internacional iniciado por VINCI Highways SAS & VINCI Concessions SAS"
ocds-dgv273-seacev3-1241493,MINISTERIO DE ECONOMIA Y FINANZAS,LIMA,services,5551950.0,0.003472222222222222,calculado,1.0,True,"CONTRATACIÓN DE SERVICIO DE ASESORÍA JURÍDICA EN EL MARCO DE LA CONTROVERSIA INICIADA POR LA EMPRESA UPLAND OIL AND GAS LLC, SUCURSAL DEL PERÚ Y UPLAND OIL AND GAS LLC CONTRA PERUPETRO S.A."
ocds-dgv273-seacev3-1232332,MINISTERIO DE ECONOMIA Y FINANZAS,LIMA,services,1340000.0,0.003472222222222222,calculado,1.0,True,Servicio de asesoría legal en el marco de la solicitud de aclaración del laudo emitido en el caso Freeport McMoran INC. Contra la República del Perú (Caso CIADI No. ARB/20/8)
ocds-dgv273-seacev3-1230082,MINISTERIO DE ECONOMIA Y FINANZAS,LIMA,services,2620000.0,0.003472222222222222,calculado,1.0,True,Servicio de asesoría legal en el marco de las nuevas reclamaciones presentadas en el arbitraje internacional iniciado por VINCI Highways SAS & VINCI Concessions SAS. Contra la Republica del Perú (Caso CIADI No. ARB/21/60)
ocds-dgv273-seacev3-1236599,MUNICIPALIDAD DISTRITAL DE LIMATAMBO,CUSCO,services,426134.74,0.041666666666666664,calculado,3.0,True,"SERVICIO DE SUPERVISIÓN DE LA ELABORACIÓN DEL EXPEDIENTE TÉCNICO, SUPERVISIÓN DE LA EJECUCIÓN DE OBRA Y SUPERVISIÓN DE LA LIQUIDACIÓN DEL PROYECTO DE INVERSIÓN DENOMINADO ¿CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN ESPACIOS DE RECREACION PASIVA Y ACTIVA EN LA LOCALIDAD DE LIMATAMB"
ocds-dgv273-seacev3-1242411,FUERZA AEREA DEL PERU,LIMA,goods,5103.0,0.3333333333333333,calculado,1.0,True,ADQUISICION DE MATERIAL AERONAUTICO PARA EL CUMPLIMIENTO DE MANTENIMIENTO NO PROGRAMADO DURANTE LA INSPECCION CHECK 4 DE LA AERONAVE DHC-6-300 FAP 311 PP-0135
ocds-dgv273-seacev3-1239583,FUERZA AEREA DEL PERU,LIMA,services,83397.2,0.3333333333333333,calculado,2.0,True,SERVICIO DE SUSCRIPCIÓN NAV DATA SISTEMA DE GESTIÓN DE VUELO FMS APLICABLE A LA AERONAVE B737-800NG FAP 357 PP-0135
ocds-dgv273-seacev3-1243480,FUERZA AEREA DEL PERU,LIMA,services,11735.0,0.3333333333333333,calculado,1.0,True,SERVICIO DE CALIBRACIÓN DE PATRONES DEL DEPARTAMENTO DE METROLOGÍA A ESTANDAR INTERNACIONAL PP-0135
ocds-dgv273-seacev3-1225695,MUNICIPALIDAD DISTRITAL DE LIMATAMBO,CUSCO,works,11795622.08,0.34375,calculado,2.0,True,EJECUCIÓN DEL PROYECTO DE INVERSIÓN CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN ESPACIOS DE RECREACION PASIVA Y ACTIVA EN LA LOCALIDAD DE LIMATAMBO DISTRITO DE LIMATAMBO DE LA PROVINCIA DE ANTA DEL DEPARTAMENTO DE CUSCO.
ocds-dgv273-seacev3-1246830,JURADO NACIONAL DE ELECCIONES,LIMA,services,108000.0,0.375,calculado,2.0,True,SERVICIO ESPECIALIZADO EN SEGURIDAD ELECTRONICA EN EL MARCO DE LAS ELECCIONES REGIONALES MUNICIPALES 2026
ocds-dgv273-seacev3-1245586,JURADO NACIONAL DE ELECCIONES,LIMA,goods,800000.0,0.375,calculado,5.0,False,Sistema Integral de Video vigilancia para la seguridad de las sedes del Jurado Nacional de Elecciones (JNE) y Oficinas Desconcentradas (II ITEMS)+
ocds-dgv273-seacev3-1244236,JURADO NACIONAL DE ELECCIONES,LIMA,services,748453.55,0.375,calculado,11.0,True,"SERVICIO DE ALQUILER DE MOBILIARIO PARA LOS JURADOS ELECTORALES ESPECIALES, SEGÚN RELACIÓN DE ÍTEMS, EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026 - SEGUNDA CONVOCATORIA"
ocds-dgv273-seacev3-1241545,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,8000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1241521,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,3000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1241540,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,8000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1242374,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,36000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1242349,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,24000.0,0.375,calculado,1.0,True,CONTRATACIONES DE TERCEROS
ocds-dgv273-seacev3-1242387,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,20000.0,0.375,calculado,1.0,True,SERVICIO DE CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1241892,MARINA DE GUERRA DEL PERU,CALLAO,goods,73198.29,0.375,calculado,4.0,False,ADQUISICIÓN  DE GRASAS Y LUBRICANTES DE LA ARONAVE AE-566 DEL PROGRAMA FOKKER 60
ocds-dgv273-seacev3-1244308,JURADO NACIONAL DE ELECCIONES,LIMA,goods,1100000.0,0.375,calculado,7.0,True,ADQUISICIÓN DE ESTANTE CORREDIZO - ESTANTE MÓVIL DE METAL DE 5 DIVISIONES PARA EL JURADO NACIONAL DE ELECCIONES EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026
ocds-dgv273-seacev3-1243478,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,24000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1245622,JURADO NACIONAL DE ELECCIONES,LIMA,goods,399886.0,0.375,calculado,9.0,True,Sistema Integral de Video vigilancia para la seguridad de las sedes del Jurado Nacional de Elecciones (JNE) y Oficinas Desconcentradas - ÍTEM I
ocds-dgv273-seacev3-1246621,JURADO NACIONAL DE ELECCIONES,LIMA,services,162500.0,0.375,calculado,14.0,False,SERVICIO DE PINTADO DE FECHADA DE LA SEDE CENTRAL DEL JURADO NACIONAL DE ELECCIONES
ocds-dgv273-seacev3-1246198,MARINA DE GUERRA DEL PERU,CALLAO,goods,48086.5,0.375,calculado,6.0,True,ADQUISICIÓN DE MATERIAL PARA REPORTES DE MOTOR Y DISCREPANCIA DEL PROGRAMA BEECHCRAFT B-200
ocds-dgv273-seacev3-1247030,JURADO NACIONAL DE ELECCIONES,LIMA,goods,130000.0,0.375,calculado,,False,"ADQUISICIÓN DE SISTEMA ATENUADOR DE RADIO FRECUENCIA - INHIBIDOR DE FRECUENCIA PARA VEHICULO AEREO NO TRIPULADO ¿ DRONE, PARA EL JNE, EN EL MARCO DE LAS ERM 2026"
ocds-dgv273-seacev3-1249795,JURADO NACIONAL DE ELECCIONES,LIMA,services,200000.0,0.375,calculado,2.0,True,"SERVICIO DE ALQUILER DE GRUPOS ELECTRÓGENOS PARA LAS SEDES LAMPA Y NAZCA DEL JNE, EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026 - ÍTEM I: MODALIDAD DE PERMANENCIA"
ocds-dgv273-seacev3-2026-10249-86,AGENCIA DE COMPRAS DE LAS FUERZAS ARMADAS,LIMA,goods,642191.52,0.375,calculado,1.0,True,ADQUISICIÓN DE EXPLOSIVOS PARA EL SISTEMA DE EYECCIÓN MKPE-16LF KT-1P PP-0135
ocds-dgv273-seacev3-1241455,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,8000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1241472,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,8000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1241604,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,24000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1241549,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,36000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1241442,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,36000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1241445,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,24000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1241453,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,18000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1241613,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,3000.0,0.375,calculado,1.0,True,CONTRATACIONES DE TERCEROS
ocds-dgv273-seacev3-1240734,MINISTERIO DE RELACIONES EXTERIORES,LIMA,services,3687.5,0.375,calculado,1.0,True,CONTRATACIÓN DEL SERVICIO DE IMPRESIÓN E INSTALACIÓN DE LÁMINAS AUTOADHESIVAS (VINILOS) EN EL MARCO DE LA TRANSMISIÓN DE MANDO SUPREMO (TMS) 2026 Y EVENTOS CONEXOS
ocds-dgv273-seacev3-1240399,MINISTERIO DE RELACIONES EXTERIORES,LIMA,goods,25021.9,0.375,calculado,1.0,True,ADQUISICIÓN DE MEDALLAS DE CONDECORACIÓN EN EL MARCO DE LA TRANSMISIÓN DEL MANDO SUPREMO 2026 Y EVENTOS CONEXOS
ocds-dgv273-seacev3-1241491,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,3000.0,0.375,calculado,1.0,True,CONTRATACION DE TERCEROS
ocds-dgv273-seacev3-1240729,MINISTERIO DE RELACIONES EXTERIORES,LIMA,services,307200.0,0.375,calculado,1.0,True,CONTRATACION DEL SERVICIO DE ALQUILER DE VEHICULOS TIPO SEDAN PARA EL DESPLAZSAMIENTO DE LAS DELEGACIONES PARTICIPANTES EN EL MARCO DE LA TRANSMISION DEL MANDO SUPREMO 2026 Y EVENTOS CONEXOS.
ocds-dgv273-seacev3-1240046,MINISTERIO DE RELACIONES EXTERIORES,LIMA,goods,4585.0,0.375,calculado,1.0,True,"ADQUISICION DE ELEMENTOS DE IMAGEN, ESTRUCTURAS DE MDF CON GRAFICA Y BACKING MODULAR PARA LA TRANSMISION DEL MANDO SUPREMO 2026 Y EVENTOS CONEXOS"
ocds-dgv273-seacev3-1238680,MINISTERIO DE RELACIONES EXTERIORES,LIMA,goods,38310.0,0.375,calculado,1.0,True,"Adquisición de materiales de papelería fina (tarjetas de invitación, sobres, de menús, tarjetas de sitio, ubicación y notas) para la Transmisión del Mando Supremo 2026 y eventos conexos"
ocds-dgv273-seacev3-1239331,MINISTERIO DE RELACIONES EXTERIORES,LIMA,goods,1111.56,0.375,calculado,1.0,True,Adquisición de porta carteles para ordenadores de fila y paletas identificadoras en el marco de la Transmisión del Mando Supremo 2026 y eventos conexos
ocds-dgv273-seacev3-1238934,MINISTERIO DE RELACIONES EXTERIORES,LIMA,goods,1305.2,0.375,calculado,1.0,True,Adquisición de pines metálicos en el marco de la Transmisión del Mando Supremo 2026 y eventos conexos.
ocds-dgv273-seacev3-1239977,MINISTERIO DE RELACIONES EXTERIORES,LIMA,goods,68940.0,0.375,calculado,1.0,True,Adquisición de materiales y soportes de identificación para la elaboración de credenciales y pases especiales en el marco de la Transmisión del Mando Supremo 2026 y eventos conexos
ocds-dgv273-seacev3-1239948,MINISTERIO DE RELACIONES EXTERIORES,LIMA,services,66600.0,0.375,calculado,1.0,True,CONTRATACION DEL SERVICIO DE TRANSPORTE PARA EL DESPLAZAMIENTO DE LAS DELEGACIONES PARTICIPANTES EN LAS DIVERSAS ACTIVIDADES EN EL MARCO DE LA TRANSMISIÓN DEL MANDO SUPREMO 2026 Y EVENTOS CONEXOS.
ocds-dgv273-seacev3-1239350,MINISTERIO DE RELACIONES EXTERIORES,LIMA,goods,8367.76,0.375,calculado,1.0,True,Adquisición de presentes oficiales textiles en el marco de la Transmisión del Mando Supremo 2026 y eventos conexos
ocds-dgv273-seacev3-1239349,MINISTERIO DE RELACIONES EXTERIORES,LIMA,goods,4718.5,0.375,calculado,1.0,True,Adquisición de materiales de limpieza para la flota vehicular del Ministerio de Relaciones Exteriores asignada a la Transmisión del Mando Supremo 2026 y eventos conexos.
ocds-dgv273-seacev3-1239835,MINISTERIO DE RELACIONES EXTERIORES,LIMA,goods,6504.3,0.375,calculado,1.0,True,"Adquisición de medicamentos, e insumos afines para la atención de salud en el marco de la Transmisión del Mando Supremo 2026 y eventos conexos."
ocds-dgv273-seacev3-1239332,MINISTERIO DE RELACIONES EXTERIORES,LIMA,goods,3041.0,0.375,calculado,1.0,True,Adquisición de útiles de oficina y materiales de escritorio en el marco de la Transmisión del Mando Supremo 2026 y eventos conexos
ocds-dgv273-seacev3-1239912,MUNICIPALIDAD DISTRITAL DE SAN JERONIMO - CUSCO,CUSCO,works,5297023.94,0.375,calculado,1.0,True,EJECUCION DE OBRA: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL ANEXO PALLPANCAY -COLLPARO Y EL SECTOR KAYRAPAMPA DE LAS COMUNIDADES CAMPESINAS DE SUCSO AUCAYLLE Y CCOLLANA CHAHUANCCOSCO DEL DISTRITO DE SAN JERONIMO CUSCO CUSCO
ocds-dgv273-seacev3-1239953,MINISTERIO DE RELACIONES EXTERIORES,LIMA,goods,13500.0,0.375,calculado,1.0,True,Adquisición de combustible diésel B5 S50 para los vehículos del Ministerio de Relaciones Exteriores asignados a la Transmisión del Mando Supremo 2026 y eventos conexos.
ocds-dgv273-seacev3-1240005,MINISTERIO DE RELACIONES EXTERIORES,LIMA,goods,25021.9,0.375,calculado,1.0,False,ADQUISICIÓN DE MEDALLAS DE CONDECORACIÓN EN EL MARCO DE LA TRANSMISIÓN DEL MANDO SUPREMO 2026 Y EVENTOS CONEXOS
ocds-dgv273-seacev3-1239967,MINISTERIO DE RELACIONES EXTERIORES,LIMA,goods,8455.2,0.375,calculado,1.0,True,Adquisición de alfombra de alto tránsito para la recepción en Palacio Torre Tagle en el marco de la Transmisión del Mando Supremo 2026 ¿ eventos conexos
ocds-dgv273-seacev3-1243581,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,24000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1243627,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,8000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1243567,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,15000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1245642,JURADO NACIONAL DE ELECCIONES,LIMA,goods,3120000.0,0.375,calculado,3.0,True,"Adquisición y acondicionamiento de dos (02) grupos electrógenos para las Sedes Lampa y Nazca del JNE, en el marco de las elecciones regionales y municipales 2026"
ocds-dgv273-seacev3-1245486,JURADO NACIONAL DE ELECCIONES,LIMA,goods,800000.0,0.375,calculado,3.0,True,Sistema Integral de Video vigilancia para la seguridad de las sedes del Jurado Nacional de Elecciones (JNE) y Oficinas Desconcentradas - II ITEMS
ocds-dgv273-seacev3-1244489,MUNICIPALIDAD PROVINCIAL DE YAROWILCA - CHAVINILLO,HUANUCO,goods,111600.0,0.375,calculado,1.0,True,ARROZ SUPERIOR
ocds-dgv273-seacev3-1232701,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,36000.0,0.375,calculado,1.0,True,CONTRATACION DEL SERVICIO DE UN TERCERO SUPERVISOR
ocds-dgv273-seacev3-1232667,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,18000.0,0.375,calculado,1.0,True,CONTRATACION DEL SERVICIO DE UN TERCERO SUPERVISOR
ocds-dgv273-seacev3-1235471,EJERCITO PERUANO,LIMA,goods,31998.0,0.375,calculado,1.0,True,ADQUISICION DE CARTUCHOS CALIBRE 9X19 MM PUNTA HUECA PARA LA SEGURIDAD Y PROTECCION DEL CGE
ocds-dgv273-seacev3-1237638,"MINISTERIO DE VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO - Administración General",LIMA,services,10698130.0,0.375,calculado,3.0,True,"CONTRATACIÓN DE LA EMPRESA PRIVADA QUE SERA RESPONSABLE DEL FINANCIAMIENTO Y EJECUCION, DE LA ELABORACION DEL EXPEDIENTE TECNICO Y LA EJECUCION DE LA OBRA ¿MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LA LOCALIDAD DE RECUAY DISTRITO DE RECUAY DE LA PROVINCIA DE RECUAY DEL DEPARTAMENTO DE ANCASH"
ocds-dgv273-seacev3-1235859,MARINA DE GUERRA DEL PERU,CALLAO,goods,73198.29,0.375,calculado,1.0,False,ADQUISICIÓN  DE GRASAS Y LUBRICANTES DE LA ARONAVE AE-566 DEL PROGRAMA FOKKER 60
ocds-dgv273-seacev3-1235572,MUNICIPALIDAD DISTRITAL DE ASUNCION - CAJAMARCA,CAJAMARCA,works,4217630.21,0.375,calculado,3.0,True,¿MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN EL ESTADIO MUNICIPAL DEL DISTRITO DE ASUNCIÓN DE LA PROVINCIA DE CAJAMARCA DEL DEPARTAMENTO DE CAJAMARCA¿ ¿ CUI 2646835
ocds-dgv273-seacev3-1236632,MUNICIPALIDAD DISTRITAL DE ASUNCION - CAJAMARCA,CAJAMARCA,services,150000.0,0.375,calculado,2.0,True,SUPERVISION DEL PROYECTO MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN EL ESTADIO MUNICIPAL DEL DISTRITO DE ASUNCIÓN DE LA PROVINCIA DE CAJAMARCA DEL DEPARTAMENTO DE CAJAMARCA CUI 2646835
ocds-dgv273-seacev3-1237679,"MINISTERIO DE VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO - Administración General",LIMA,services,546499.0,0.375,calculado,3.0,True,"SERVICIO DE ENTIDAD PRIVADA SUPERVISORA ENCARGADA DE LA SUPERVISION DE LA ELABORACION DEL EXPEDIENTE TECNICO Y EJECUCION DE LA OBRA ""MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LA LOCALIDAD DE RECUAY, DISTRITO DE RECUAY DE LA PROVINCIA DE RECUAY DEL DEPARTAMENTO DE ANCASH"
ocds-dgv273-seacev3-1234067,MARINA DE GUERRA DEL PERU,CALLAO,goods,71158.78,0.375,calculado,5.0,True,ADQUISICIÓN DE MATERIALES SISTEMÁTICOS Y CONDICIONALES PARA LAS INSPECCIONES DE LAS AERONAVES DEL PROGRAMA T34C-1
ocds-dgv273-seacev3-1233654,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,12000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1232650,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,24000.0,0.375,calculado,1.0,True,CONTRATACION DEL SERVICIO DE UN TERCERO SUPERVISOR
ocds-dgv273-seacev3-1232632,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,3000.0,0.375,calculado,1.0,True,CONTRATACION DEL SERVICIO DE UN TERCERO FISCALIZADOR
ocds-dgv273-seacev3-1233676,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,18000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1233640,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,16000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1233668,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,6000.0,0.375,calculado,1.0,True,CONTRATACIÓN DE TERCEROS
ocds-dgv273-seacev3-1234100,MARINA DE GUERRA DEL PERU,CALLAO,goods,48086.5,0.375,calculado,6.0,True,ADQUISICIÓN DE MATERIAL PARA REPORTES DE MOTOR Y DISCREPANCIA DEL PROGRAMA BEECHCRAFT B-200
ocds-dgv273-seacev3-1232555,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,24000.0,0.375,calculado,1.0,True,SERVICIO DE TERCERO SUPERVISOR
ocds-dgv273-seacev3-1232223,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,12000.0,0.375,calculado,1.0,True,TERCERO FISCALIZADOR - NIVEL IV-TITULADO
ocds-dgv273-seacev3-1232695,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,LIMA,services,24000.0,0.375,calculado,1.0,True,CONTRATACION DEL SERVICIO DE UN TERCERO SUPERVISOR
ocds-dgv273-seacev3-1238691,MINISTERIO DE RELACIONES EXTERIORES,LIMA,services,8400.0,0.375,calculado,1.0,True,CONTRATACIÓN DEL SERVICIO DE ALQUILER DE TARIMA DE PRENSA PARA EL GRUPO AÉREO N 3 EN EL MARCO DE LA TRANSMISIÓN DE\nMANDO SUPREMO 2026 Y EVENTOS CONEXOS
ocds-dgv273-seacev3-1238751,MINISTERIO DE RELACIONES EXTERIORES,LIMA,services,14330.0,0.375,calculado,1.0,True,"CONTRATACION DEL SERVICIO DE ALQUILER DE SISTEMA INTEGRAL DE ILUMINACION, SOPORTE TECNICO Y SUMINISTRO ELECTRICO PARA LA COBERTURA PERIODISTICA EN EL GRUPO AEREO N° 08 FAP DEL ARRIBO DE LAS DELEGACIONES EXTRANJERAS QUE PARTICIPARÁN EN LAS ACTIVIDADES DE TRANSMISION DE MANDO SUPREMO 2026"
ocds-dgv273-seacev3-1238817,MINISTERIO DE RELACIONES EXTERIORES,LIMA,services,17920.0,0.375,calculado,1.0,True,CONTRATACIÓN DEL SERVICIO DE ALOJAMIENTO PARA ALTAS AUTORIDADES EN EL MARCO DE LA TRANSMISIÓN DEL MANDO SUPREMO (TMS) 2026 Y EVENTOS CONEXOS
ocds-dgv273-seacev3-1238906,MINISTERIO DE RELACIONES EXTERIORES,LIMA,goods,5715.0,0.375,calculado,1.0,True,"Adquisiciones de pabellones nacionales, estandartes institucionales y banderas en el marco de la Transmisión del Mando Supremo 2026 y eventos conexos."
ocds-dgv273-seacev3-1238930,MINISTERIO DE RELACIONES EXTERIORES,LIMA,services,191237.62,0.375,calculado,1.0,True,"Servicio de almuerzo, cena y Pisco de Honor para las altas autoridades en el marco de la Transmisión del Mando Supremo 2026 y eventos conexos."
ocds-dgv273-seacev3-1238489,MINISTERIO DE RELACIONES EXTERIORES,LIMA,goods,4782.46,0.375,calculado,1.0,True,"Adquisición de insumos y materiales para conectividad, cableado estructurado y accesorios de instalación en el marco de la Transmisión del Mando Supremo 2026 y eventos conexos"
ocds-dgv273-seacev3-1238944,MINISTERIO DE RELACIONES EXTERIORES,LIMA,goods,3950.0,0.375,calculado,1.0,True,Adquisición de banda presidencial en el marco de la Transmisión del Mando Supremo 2026 y eventos conexos
ocds-dgv273-seacev3-1238955,MINISTERIO DE RELACIONES EXTERIORES,LIMA,services,3500.0,0.375,calculado,1.0,True,Servicio de alquiler e instalación de tabladillo para presentación cultural en el marco de la Transmisión del Mando Supremo 2026 y eventos conexos.
ocds-dgv273-seacev3-1238063,MINISTERIO DE RELACIONES EXTERIORES,LIMA,services,7500.0,0.375,calculado,1.0,True,Contratación del servicio de alquiler de camión para cobertura periodística en el marco de la Transmisión del Mando Supremo 2026 y eventos conexos
ocds-dgv273-seacev3-1237150,MUNICIPALIDAD PROVINCIAL DE CELENDIN,CAJAMARCA,works,14885149.61,0.375,calculado,1.0,False,"CONTRATACIÓN DE LA EJECUCIÓN Y FINANCIAMIENTO DE LA INVERSIÓN: CREACION DEL SERVICIO DE MOVILIDAD URBANA EN EL BARRIO EL PORVENIR EN LOS JIRONES. SAN JUAN DE MIRAFLORES, MOQUEGUA, JUNIN, CANDELARIA, PINOS LOS CIPRESES, OBRERO, EL MAESTRO Y PASAJE TECNOLÓGICO, DISTRITO DE CELENDIN - CELENDIN - CAJ."
ocds-dgv273-seacev3-1238633,MINISTERIO DE RELACIONES EXTERIORES,LIMA,services,24268.8,0.375,calculado,1.0,True,Contratación del servicio de alojamiento el marco de la Transmisión del Mando Supremo 2026 y eventos conexos
ocds-dgv273-seacev3-1239328,MINISTERIO DE RELACIONES EXTERIORES,LIMA,goods,9495.0,0.375,calculado,1.0,True,Adquisición de alfombra de alto tránsito para la recepción de visitas extranjeras en el Ala Aérea 2 del Grupo Aéreo N° 8 en el marco de la Transmisión del Mando Supremo 2026 y eventos conexos
