comprador,departamento,procesos_adjudicados,con_postor_unico,pct_postor_unico,monto_total,supera_minimo
MUNICIPALIDAD DISTRITAL DE POMACOCHA - ANDAHUAYLAS,APURIMAC,2,0,0.0,178122.0,False
MUNICIPALIDAD DISTRITAL DE POMAHUACA,CAJAMARCA,2,0,0.0,2037917.0,False
MUNICIPALIDAD DISTRITAL DE POROTO,LA LIBERTAD,2,0,0.0,760108.0,False
MUNICIPALIDAD DISTRITAL DE PUCARA - HUANCAYO,JUNIN,2,0,0.0,425400.0,False
MUNICIPALIDAD DISTRITAL DE PUCARA - JAEN,CAJAMARCA,2,0,0.0,6195050.0,False
MUNICIPALIDAD DISTRITAL DE PUNTA HERMOSA,LIMA,2,0,0.0,186837.0,False
MUNICIPALIDAD DISTRITAL DE QUERCO,HUANCAVELICA,2,0,0.0,853605.0,False
MUNICIPALIDAD DISTRITAL DE QUEROCOTILLO,CAJAMARCA,2,0,0.0,4670829.0,False
MUNICIPALIDAD DISTRITAL DE QUILCAS,JUNIN,2,0,0.0,149198.0,False
MUNICIPALIDAD DISTRITAL DE QUINUA,AYACUCHO,2,0,0.0,28103765.0,False
MUNICIPALIDAD DISTRITAL DE RIO GRANDE - PALPA,ICA,2,0,0.0,2933222.0,False
MUNICIPALIDAD DISTRITAL DE ROSARIO,HUANCAVELICA,2,0,0.0,2119351.0,False
MUNICIPALIDAD DISTRITAL DE SAN ANTONIO - CANETE,LIMA,2,0,0.0,1260983.0,False
MUNICIPALIDAD DISTRITAL DE SAN ANTONIO - PUNO,PUNO,2,0,0.0,186384.0,False
MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE CHUCA,AREQUIPA,2,0,0.0,250200.0,False
MUNICIPALIDAD DISTRITAL DE SAN BERNARDINO,CAJAMARCA,2,0,0.0,2620310.0,False
MUNICIPALIDAD DISTRITAL DE SAN DAMIAN,LIMA,2,0,0.0,249101.0,False
MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE CAYRAN,HUANUCO,2,0,0.0,32858612.0,False
MUNICIPALIDAD DISTRITAL DE SAN JERONIMO DE PACLAS,AMAZONAS,2,0,0.0,4727886.0,False
MUNICIPALIDAD DISTRITAL DE SAN JOSE DE LOS MOLINOS,ICA,2,0,0.0,1472923.0,False
MUNICIPALIDAD DISTRITAL DE SAN JOSE DE QUERO,JUNIN,2,0,0.0,1280834.0,False
MUNICIPALIDAD DISTRITAL DE SAN JOSE DEL ALTO,CAJAMARCA,2,0,0.0,1438668.0,False
MUNICIPALIDAD DISTRITAL DE SAN JUAN - CASTROVIRREYNA,HUANCAVELICA,2,0,0.0,428059.0,False
MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI,AREQUIPA,2,0,0.0,301960.0,False
MUNICIPALIDAD DISTRITAL DE SAN LUIS DE SHUARO,JUNIN,2,0,0.0,3464400.0,False
MUNICIPALIDAD DISTRITAL DE SAN SALVADOR,CUSCO,2,0,0.0,140954.0,False
MUNICIPALIDAD DISTRITAL DE SAN SILVESTRE DE COCHAN,CAJAMARCA,2,0,0.0,878230.0,False
MUNICIPALIDAD DISTRITAL DE SANCOS,AYACUCHO,2,0,0.0,2504207.0,False
MUNICIPALIDAD DISTRITAL DE SANGARARA,CUSCO,2,0,0.0,142490.0,False
MUNICIPALIDAD DISTRITAL DE SANTA,ANCASH,2,0,0.0,1129065.0,False
MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE CHUCA,LA LIBERTAD,2,0,0.0,1626778.0,False
MUNICIPALIDAD DISTRITAL DE SANTA LUCÍA,SAN MARTIN,2,0,0.0,4552215.0,False
MUNICIPALIDAD DISTRITAL DE SANTA MARIA DEL MAR,LIMA,2,0,0.0,949558.0,False
MUNICIPALIDAD DISTRITAL DE SANTA ROSA - EL DORADO,SAN MARTIN,2,0,0.0,848355.0,False
MUNICIPALIDAD DISTRITAL DE SANTA ROSA MAZOCRUZ - EL COLLAO,PUNO,2,0,0.0,352700.0,False
MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO,PIURA,2,0,0.0,149740.0,False
MUNICIPALIDAD DISTRITAL DE SAPUENA,LORETO,2,0,0.0,1107230.0,False
MUNICIPALIDAD DISTRITAL DE SAYAN,LIMA,2,0,0.0,1087193.0,False
MUNICIPALIDAD DISTRITAL DE SAYAPULLO,LA LIBERTAD,2,0,0.0,796388.0,False
MUNICIPALIDAD DISTRITAL DE SHILLA,ANCASH,2,0,0.0,1613567.0,False
MUNICIPALIDAD DISTRITAL DE SINGA,HUANUCO,2,0,0.0,1116162.0,False
MUNICIPALIDAD DISTRITAL DE SITABAMBA,LA LIBERTAD,2,0,0.0,1009152.0,False
MUNICIPALIDAD DISTRITAL DE SIVIA,AYACUCHO,2,0,0.0,128000.0,False
MUNICIPALIDAD DISTRITAL DE SORITOR,SAN MARTIN,2,0,0.0,245002.0,False
MUNICIPALIDAD DISTRITAL DE SUBTANJALLA,ICA,2,0,0.0,192200.0,False
MUNICIPALIDAD DISTRITAL DE SUMBILCA,LIMA,2,0,0.0,1302340.0,False
MUNICIPALIDAD DISTRITAL DE SUNAMPE,ICA,2,0,0.0,611794.0,False
MUNICIPALIDAD DISTRITAL DE SUPE PUERTO,LIMA,2,0,0.0,1445030.0,False
MUNICIPALIDAD DISTRITAL DE TAMBILLO,AYACUCHO,2,0,0.0,326892.0,False
MUNICIPALIDAD DISTRITAL DE TAPAY,AREQUIPA,2,0,0.0,292050.0,False
MUNICIPALIDAD DISTRITAL DE TAPO,JUNIN,2,0,0.0,3308873.0,False
MUNICIPALIDAD DISTRITAL DE TILALI,PUNO,2,0,0.0,225537.0,False
MUNICIPALIDAD DISTRITAL DE TISCO,AREQUIPA,2,0,0.0,1148192.0,False
MUNICIPALIDAD DISTRITAL DE TOMAS,LIMA,2,0,0.0,1219366.0,False
MUNICIPALIDAD DISTRITAL DE TOMAYKICHWA,HUANUCO,2,0,0.0,1047233.0,False
MUNICIPALIDAD DISTRITAL DE TORAYA,APURIMAC,2,0,0.0,245446.0,False
MUNICIPALIDAD DISTRITAL DE TORIBIO CASANOVA,CAJAMARCA,2,0,0.0,373593.0,False
MUNICIPALIDAD DISTRITAL DE TOTORA,AMAZONAS,2,0,0.0,1600112.0,False
MUNICIPALIDAD DISTRITAL DE TOTOS,AYACUCHO,2,0,0.0,183296.0,False
MUNICIPALIDAD DISTRITAL DE TUPAC AMARU INCA,ICA,2,0,0.0,1660809.0,False
MUNICIPALIDAD DISTRITAL DE UCHUMARCA,LA LIBERTAD,2,0,0.0,4570782.0,False
MUNICIPALIDAD DISTRITAL DE UMARI,HUANUCO,2,0,0.0,4424688.0,False
MUNICIPALIDAD DISTRITAL DE UTICYACU,CAJAMARCA,2,0,0.0,3541965.0,False
MUNICIPALIDAD DISTRITAL DE VICTOR LARCO HERRERA,LA LIBERTAD,2,0,0.0,3829255.0,False
MUNICIPALIDAD DISTRITAL DE VILLA RICA,PASCO,2,0,0.0,1802000.0,False
MUNICIPALIDAD DISTRITAL DE VISCHONGO,AYACUCHO,2,0,0.0,1112756.0,False
MUNICIPALIDAD DISTRITAL DE YANACANCHA - PASCO,PASCO,2,0,0.0,1660534.0,False
MUNICIPALIDAD DISTRITAL DE YANAHUAYA,PUNO,2,0,0.0,224504.0,False
MUNICIPALIDAD DISTRITAL DE YANAQUIHUA,AREQUIPA,2,0,0.0,3868577.0,False
MUNICIPALIDAD DISTRITAL DE YANATILE,CUSCO,2,0,0.0,340747.0,False
MUNICIPALIDAD DISTRITAL DE YARUMAYO,HUANUCO,2,0,0.0,892148.0,False
MUNICIPALIDAD DISTRITAL DE YAULI - YAULI,JUNIN,2,0,0.0,2174589.0,False
MUNICIPALIDAD DISTRITAL DE YUNGAR,ANCASH,2,0,0.0,362324.0,False
MUNICIPALIDAD DISTRITAL DE YUYAPICHIS,HUANUCO,2,0,0.0,4665552.0,False
MUNICIPALIDAD DISTRITAL DE ZEPITA,PUNO,2,0,0.0,3505237.0,False
MUNICIPALIDAD DISTRITAL DE ZUÑIGA,LIMA,2,0,0.0,2405000.0,False
MUNICIPALIDAD DISTRITAL JOSE MARIA ARGUEDAS,APURIMAC,2,0,0.0,302350.0,False
MUNICIPALIDAD DISTRITAL LA JOYA,AREQUIPA,2,0,0.0,284585.0,False
MUNICIPALIDAD PROVINCIAL DE ACOBAMBA,HUANCAVELICA,2,0,0.0,849518.0,False
MUNICIPALIDAD PROVINCIAL DE ACOMAYO,CUSCO,2,0,0.0,1011770.0,False
MUNICIPALIDAD PROVINCIAL DE ANTONIO RAYMONDI - LLAMELLIN,ANCASH,2,0,0.0,1711648.0,False
MUNICIPALIDAD PROVINCIAL DE CANDARAVE,TACNA,2,0,0.0,200231.0,False
MUNICIPALIDAD PROVINCIAL DE EL DORADO VILLA SAN JOSE DE SISA,SAN MARTIN,2,0,0.0,642624.0,False
MUNICIPALIDAD PROVINCIAL DE GRAN CHIMU - CASCAS,LA LIBERTAD,2,0,0.0,609830.0,False
MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA,SAN MARTIN,2,0,0.0,1412942.0,False
MUNICIPALIDAD PROVINCIAL DE PARURO,CUSCO,2,0,0.0,137935.0,False
MUNICIPALIDAD PROVINCIAL DE SAN ANTONIO DE PUTINA,PUNO,2,0,0.0,418180.0,False
MUNICIPALIDAD PROVINCIAL DE SANCHEZ CERRO - OMATE,MOQUEGUA,2,0,0.0,478125.0,False
MUNICIPALIDAD PROVINCIAL DE SANTA CRUZ,CAJAMARCA,2,0,0.0,312160.0,False
MUNICIPALIDAD PROVINCIAL DE UTCUBAMBA - BAGUA GRANDE,AMAZONAS,2,0,0.0,1011552.0,False
MUNICIPALIDAD PROVINCIAL DE VILCASHUAMAN,AYACUCHO,2,0,0.0,4959240.0,False
ORGANISMO DE SUPERVISION DE LOS RECURSOS FORESTALES Y DE FAUNA SILVESTRE,LIMA,2,0,0.0,2981353.0,False
PCM - PROGRAMA DE MEJOR ATENCION AL CIUDADANO - MAC,LIMA,2,0,0.0,858925.0,False
PROGRAMA DE PENSIÓN NO CONTRIBUTIVA A PERSONAS CON DISCAPACIDAD SEVERA EN SITUACIÓN DE POBREZA,LIMA,2,0,0.0,514939.0,False
SERVICIO DE ADMINISTRACION TRIBUTARIA TRUJILLO,LA LIBERTAD,2,0,0.0,1641335.0,False
SERVICIO NACIONAL DE CERTIFICACION AMBIENTAL PARA LA INVESTIGACION,LIMA,2,0,0.0,885432.0,False
UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 07 - SAN BORJA,LIMA,2,0,0.0,261261.0,False
UNIDAD EJECUTORA 032: DIRECCION GENERAL DE INFRAESTRUCTURA,LIMA,2,0,0.0,166800.0,False
UNIVERSIDAD NACIONAL AUTONOMA DE TAYACAJA DANIEL HERNANDEZ MORILLO,HUANCAVELICA,2,0,0.0,1931862.0,False
UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONIA,UCAYALI,2,0,0.0,555411.0,False
ZONA REGISTRAL N° II SEDE CHICLAYO,LAMBAYEQUE,2,0,0.0,532007.0,False
ACADEMIA DE LA MAGISTRATURA,LIMA,1,0,0.0,143440.0,False
ARCHIVO GENERAL DE LA NACION,LIMA,1,0,0.0,937000.0,False
BANCO DE MATERIALES EN LIQUIDACION,LIMA,1,0,0.0,150217.0,False
BIBLIOTECA NACIONAL DEL PERU,LIMA,1,0,0.0,110000.0,False
CENTRAL DE COMPRAS PUBLICAS - PERU COMPRAS,LIMA,1,0,0.0,1199228.0,False
COLEGIO MAYOR SECUNDARIO PRESIDENTE DEL PERU,LIMA,1,0,0.0,767487.0,False
COMPLEJO TURISTICO BAÑOS DEL INCA,CAJAMARCA,1,0,0.0,272449.0,False
CORTE SUPERIOR DE JUSTICIA DE ANCASH,ANCASH,1,0,0.0,601065.0,False
CORTE SUPERIOR DE JUSTICIA DE AREQUIPA,AREQUIPA,1,0,0.0,1082788.0,False
CORTE SUPERIOR DE JUSTICIA DE JUNIN,JUNIN,1,0,0.0,125977.0,False
CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN,1,0,0.0,479778.0,False
CORTE SUPERIOR DE JUSTICIA DE UCAYALI,UCAYALI,1,0,0.0,242448.0,False
CUARTA MACRO REGION POLICIAL LORETO,LORETO,1,0,0.0,376343.0,False
EMPRESA EMAPA HUANCAVELICA S.A.C,HUANCAVELICA,1,0,0.0,167994.0,False
EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PASCO S.A.,PASCO,1,0,0.0,84370.0,False
EMPRESA MUNICIPAL DE MERCADOS S.A.,LIMA,1,0,0.0,49200000.0,False
EMPRESA NACIONAL DE LA COCA S.A.,CUSCO,1,0,0.0,110853.0,False
ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DEL MANTARO S.A.,JUNIN,1,0,0.0,163017.0,False
ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO SELVA CENTRAL S.A.,JUNIN,1,0,0.0,58531.0,False
ESCUELA NACIONAL SUPERIOR DE BALLET,LIMA,1,0,0.0,160000.0,False
ESTACION EXPERIMENTAL AGRARIA ANDENES-CUSCO,CUSCO,1,0,0.0,603828.0,False
ESTACION EXPERIMENTAL AGRARIA PUCALLPA - UCAYALI,UCAYALI,1,0,0.0,404990.0,False
ESTACION EXPERIMENTAL AGRARIA VISTA FLORIDA - LAMBAYEQUE,LAMBAYEQUE,1,0,0.0,230593.0,False
FONDO NACIONAL DE DESARROLLO PESQUERO,LIMA,1,0,0.0,1429144.0,False
GOBIERNO  REGIONAL DE CAJAMARCA -  UNIDAD EJECUTORA SALUD HUALGAYOC - BAMBAMARCA,CAJAMARCA,1,0,0.0,102900.0,False
GOBIERNO REGIONAL CAJAMARCA SALUD SAN IGNACIO,CAJAMARCA,1,0,0.0,280120.0,False
GOBIERNO REGIONAL DE AMAZONAS - HOSPITAL DE APOYO BAGUA,AMAZONAS,1,0,0.0,78726.0,False
GOBIERNO REGIONAL DE AMAZONAS - SUB REGION DE SALUD BAGUA,AMAZONAS,1,0,0.0,119720.0,False
GOBIERNO REGIONAL DE ANCASH - DIRECCION REGIONAL DE EDUCACION,ANCASH,1,0,0.0,56048.0,False
GOBIERNO REGIONAL DE ANCASH - UNIDAD DE GESTION EDUCATIVA LOCAL DE HUARAZ,ANCASH,1,0,0.0,74701.0,False
GOBIERNO REGIONAL DE ANCASH - UNIDAD DE GESTION EDUCATIVA LOCAL SANTA,ANCASH,1,0,0.0,99460.0,False
GOBIERNO REGIONAL DE ANCASH - UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE SIHUAS,ANCASH,1,0,0.0,237500.0,False
GOBIERNO REGIONAL DE ANCASH-AGRICULTURA,ANCASH,1,0,0.0,12447363.0,False
GOBIERNO REGIONAL DE ANCASH-EDUCACION USE PALLASCA,ANCASH,1,0,0.0,89100.0,False
GOBIERNO REGIONAL DE APURIMAC - RED DE SALUD COTABAMBAS,APURIMAC,1,0,0.0,104544.0,False
GOBIERNO REGIONAL DE APURIMAC - UNIDAD DE GESTION EDUCATIVA LOCAL DE ABANCAY,APURIMAC,1,0,0.0,199440.0,False
GOBIERNO REGIONAL DE APURIMAC- EDUCACION UGEL CHINCHEROS,APURIMAC,1,0,0.0,296794.0,False
GOBIERNO REGIONAL DE APURIMAC-EDUCACION CHANKA,APURIMAC,1,0,0.0,271560.0,False
GOBIERNO REGIONAL DE APURIMAC-SALUD APURIMAC,APURIMAC,1,0,0.0,835289.0,False
GOBIERNO REGIONAL DE AREQUIPA - COLEGIO MILITAR FRANCISCO BOLOGNESI,AREQUIPA,1,0,0.0,64560.0,False
GOBIERNO REGIONAL DE AREQUIPA-TRABAJO,AREQUIPA,1,0,0.0,301510.0,False
GOBIERNO REGIONAL DE AREQUIPA-ZONA DE DESARROLLO INTEGRAL DE SALUD CAMANA,AREQUIPA,1,0,0.0,50050.0,False
GOBIERNO REGIONAL DE AYACUCHO - RED DE SALUD PUQUIO  SUR AYACUCHO,AYACUCHO,1,0,0.0,137897.0,False
GOBIERNO REGIONAL DE AYACUCHO - SALUD SARASARA,AYACUCHO,1,0,0.0,134511.0,False
GOBIERNO REGIONAL DE AYACUCHO - UNIDAD DE GESTION EDUCATIVA LOCAL DE HUAMANGA,AYACUCHO,1,0,0.0,69555.0,False
GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA 305 EDUCACION HUANTA,AYACUCHO,1,0,0.0,75204.0,False
GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA EDUCACION VRAE LA MAR,AYACUCHO,1,0,0.0,54600.0,False
GOBIERNO REGIONAL DE AYACUCHO-EDUCACIÓN LUCANAS,AYACUCHO,1,0,0.0,55770.0,False
GOBIERNO REGIONAL DE AYACUCHO-EDUCACIÓN SARA SARA,AYACUCHO,1,0,0.0,52140.0,False
GOBIERNO REGIONAL DE AYACUCHO-SALUD,AYACUCHO,1,0,0.0,100000.0,False
GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD DE GESTION EDUCATIVA LOCAL CELENDIN,CAJAMARCA,1,0,0.0,146717.0,False
GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD DE GESTION EDUCATIVA LOCAL SAN MARCOS,CAJAMARCA,1,0,0.0,115014.0,False
GOBIERNO REGIONAL DE CUSCO - UNIDAD DE GESTION EDUCATIVA LOCAL LA CONVENCION,CUSCO,1,0,0.0,80344.0,False
GOBIERNO REGIONAL DE CUSCO - UNIDAD DE SERVICIOS EDUCATIVOS CANCHIS,CUSCO,1,0,0.0,279680.0,False
GOBIERNO REGIONAL DE CUSCO - UNIDAD EJECUTORA 309 EDUCACION PAUCARTAMBO,CUSCO,1,0,0.0,63036.0,False
GOBIERNO REGIONAL DE CUSCO - UNIDAD EJECUTORA 408 HOSPITAL DE ESPINAR,CUSCO,1,0,0.0,87674.0,False
GOBIERNO REGIONAL DE HUANCAVELICA GERENCIA SUB REGIONAL DE CASTROVIRREYNA,HUANCAVELICA,1,0,0.0,60719.0,False
GOBIERNO REGIONAL DE HUANUCO - RED DE SALUD HUAMALIES,HUANUCO,1,0,0.0,86088.0,False
GOBIERNO REGIONAL DE HUANUCO - RED DE SALUD PACHITEA,HUANUCO,1,0,0.0,77736.0,False
GOBIERNO REGIONAL DE HUANUCO - UNIDAD DE GESTION EDUCATIVA LOCAL DE AMBO,HUANUCO,1,0,0.0,99870.0,False
GOBIERNO REGIONAL DE HUANUCO - UNIDAD EJECUTORA 310 EDUCACION YAROWILCA,HUANUCO,1,0,0.0,99700.0,False
GOBIERNO REGIONAL DE HUANUCO-EDUCACION DOS DE MAYO,HUANUCO,1,0,0.0,100000.0,False
GOBIERNO REGIONAL DE HUANUCO-EDUCACION USE MARAÑON,HUANUCO,1,0,0.0,100000.0,False
GOBIERNO REGIONAL DE ICA - UNIDAD DE GESTION EDUCATIVA LOCAL NAZCA,ICA,1,0,0.0,241800.0,False
GOBIERNO REGIONAL DE ICA - UNIDAD EJECUTORA 304 EDUCACION PALPA,ICA,1,0,0.0,91000.0,False
GOBIERNO REGIONAL DE ICA - UNIDAD EJECUTORA 407 HOSPITAL DE APOYO PALPA,ICA,1,0,0.0,98150.0,False
GOBIERNO REGIONAL DE ICA- SALUD PALPA- NASCA,ICA,1,0,0.0,201958.0,False
GOBIERNO REGIONAL DE JUNIN-SALUD,JUNIN,1,0,0.0,204117.0,False
GOBIERNO REGIONAL DE LA LIBERTAD - COLEGIO MILITAR GRAN MARISCAL  RAMON CASTILLA,LA LIBERTAD,1,0,0.0,50022.0,False
GOBIERNO REGIONAL DE LA LIBERTAD - GERENCIA REGIONAL DE EDUCACION LA LIBERTAD,LA LIBERTAD,1,0,0.0,64291.0,False
GOBIERNO REGIONAL DE LA LIBERTAD - SALUD PATAZ,LA LIBERTAD,1,0,0.0,224285.0,False
GOBIERNO REGIONAL DE LA LIBERTAD - SALUD UTES SANTIAGO DE CHUCO,LA LIBERTAD,1,0,0.0,109037.0,False
GOBIERNO REGIONAL DE LA LIBERTAD - UNIDAD DE GESTION EDUCATIVA LOCAL 01- EL PORVENIR,LA LIBERTAD,1,0,0.0,133756.0,False
GOBIERNO REGIONAL DE LA LIBERTAD-EDUCACION USE ASCOPE,LA LIBERTAD,1,0,0.0,85200.0,False
GOBIERNO REGIONAL DE LA LIBERTAD-EDUCACION USE CHEPEN,LA LIBERTAD,1,0,0.0,283940.0,False
GOBIERNO REGIONAL DE LA LIBERTAD-EDUCACION USE SANCHEZ CARRION,LA LIBERTAD,1,0,0.0,258110.0,False
GOBIERNO REGIONAL DE LA LIBERTAD-SALUD UTES CHEPEN,LA LIBERTAD,1,0,0.0,79750.0,False
GOBIERNO REGIONAL DE LAMBAYEQUE - UGEL LAMBAYEQUE,LAMBAYEQUE,1,0,0.0,900353.0,False
GOBIERNO REGIONAL DE LAMBAYEQUE-SALUD,LAMBAYEQUE,1,0,0.0,300000.0,False
GOBIERNO REGIONAL DE LIMA - RED DE SALUD DE HUAROCHIRI,LIMA,1,0,0.0,87200.0,False
GOBIERNO REGIONAL DE LIMA - UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 09,LIMA,1,0,0.0,83255.0,False
GOBIERNO REGIONAL DE LIMA - UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 14 - OYON,LIMA,1,0,0.0,53200.0,False
GOBIERNO REGIONAL DE LIMA - UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 15 - HUAROCHIRI,LIMA,1,0,0.0,76868.0,False
GOBIERNO REGIONAL DE LORETO - GERENCIA SUB REGIONAL DE UCAYALI - CONTAMANA,LORETO,1,0,0.0,354000.0,False
GOBIERNO REGIONAL DE LORETO UNIDAD EJECUTORA SALUD UCAYALI - CONTAMANA,LORETO,1,0,0.0,167255.0,False
GOBIERNO REGIONAL DE LORETO-EDUCACION UCAYALI-CONTAMANA LORETO,LORETO,1,0,0.0,69932.0,False
GOBIERNO REGIONAL DE MADRE DE DIOS-EDUCACION,MADRE DE DIOS,1,0,0.0,84313.0,False
GOBIERNO REGIONAL DE MOQUEGUA-SALUD,MOQUEGUA,1,0,0.0,180204.0,False
GOBIERNO REGIONAL DE PASCO - UNIDAD DE GESTION EDUCATIVA DE OXAPAMPA,PASCO,1,0,0.0,250000.0,False
GOBIERNO REGIONAL DE PIURA - DIRECCIÓN  REGIONAL DE AGRICULTURA,PIURA,1,0,0.0,66540.0,False
GOBIERNO REGIONAL DE PIURA - HOSPITAL DE APOYO I NUESTRA SEÑORA DE LAS MERCEDES,PIURA,1,0,0.0,105500.0,False
GOBIERNO REGIONAL DE PIURA - INSTITUTOS SUPERIORES DE EDUCACION PUBLICA REGIONAL DE PIURA,PIURA,1,0,0.0,473000.0,False
GOBIERNO REGIONAL DE PIURA-GERENCIA SUB REGIONAL MORROPON HUANCABAMBA,PIURA,1,0,0.0,25569482.0,False
GOBIERNO REGIONAL DE PIURA-HOSPITAL DE APOYO I CHULUCANAS,PIURA,1,0,0.0,9242006.0,False
GOBIERNO REGIONAL DE PUNO - UNIDAD DE GESTION EDUCATIVA LOCAL PUNO,PUNO,1,0,0.0,99334.0,False
GOBIERNO REGIONAL DE PUNO-EDUCACION ADE SAN ROMAN,PUNO,1,0,0.0,65000.0,False
GOBIERNO REGIONAL DE PUNO-EDUCACION PUNO,PUNO,1,0,0.0,112000.0,False
GOBIERNO REGIONAL DE PUNO-EDUCACIÓN CHUCUITO JULI,PUNO,1,0,0.0,90071.0,False
GOBIERNO REGIONAL DE PUNO-SALUD CHUCUITO,PUNO,1,0,0.0,122000.0,False
GOBIERNO REGIONAL DE PUNO-SALUD HUANCANE,PUNO,1,0,0.0,64348.0,False
GOBIERNO REGIONAL DE SAN MARTIN - ALTO HUALLAGA TOCACHE,SAN MARTIN,1,0,0.0,1134145.0,False
GOBIERNO REGIONAL DE SAN MARTIN - UNIDAD DE GESTION EDUCATIVA LOCAL DE RIOJA,SAN MARTIN,1,0,0.0,170036.0,False
GOBIERNO REGIONAL DE SAN MARTIN-EDUCACION HUALLAGA CENTRAL (UGEL MARISCAL CACERES-JUANJUI),SAN MARTIN,1,0,0.0,51725.0,False
GOBIERNO REGIONAL DE TACNA - UNIDAD DE GESTION EDUCATIVA LOCAL DE TACNA,TACNA,1,0,0.0,70576.0,False
GOBIERNO REGIONAL DE TACNA-AGRICULTURA,TACNA,1,0,0.0,68700.0,False
GOBIERNO REGIONAL DE TUMBES - DIRECCION REGIONAL SALUD TUMBES,TUMBES,1,0,0.0,64785.0,False
GOBIERNO REGIONAL DE TUMBES - UNIDAD DE GESTION EDUCATIVA LOCAL DE TUMBES,TUMBES,1,0,0.0,69626.0,False
GOBIERNO REGIONAL DE TUMBES-EDUCACION,TUMBES,1,0,0.0,2145633.0,False
GOBIERNO REGIONAL DE UCAYALI - UNIDAD DE GESTION EDUCATIVA LOCAL DE PADRE ABAD,UCAYALI,1,0,0.0,153000.0,False
GOBIERNO REGIONAL DE UCAYALI-HOSPITAL AMAZONICO,UCAYALI,1,0,0.0,300050.0,False
GOBIERNO REGIONAL DEL CALLAO UNIDAD EJECUTORA HOSPITAL DE REHABILITACIÓN DEL CALLAO,CALLAO,1,0,0.0,178200.0,False
GOBIERNO REGIONAL HUANCAVELICA UNIDAD DE GESTION EDUCATIVA LOCAL HUANCAVELICA,HUANCAVELICA,1,0,0.0,239200.0,False
GOBIERNO REGIONAL HUANCAVELICA UNIDAD EJECUTORA 406 RED DE SALUD HUANCAVELICA,HUANCAVELICA,1,0,0.0,175855.0,False
INPE - OFICINA REGIONAL SUR AREQUIPA,AREQUIPA,1,0,0.0,468719.0,False
INPE-DIRECCION REGIONAL CENTRO - HUANCAYO,JUNIN,1,0,0.0,8667436.0,False
INPE-DIRECCION REGIONAL NORTE CHICLAYO,LAMBAYEQUE,1,0,0.0,384060.0,False
INSTITUTO DE VIALIDAD  MUNICIPAL DE LA PROVINCIA DE HUANCABAMBA,PIURA,1,0,0.0,278401.0,False
INSTITUTO DE VIALIDAD MUNICIPAL DE HUANCAYO,JUNIN,1,0,0.0,58307.0,False
INSTITUTO VIAL PROVINCIAL DE AMBO,HUANUCO,1,0,0.0,54750.0,False
INSTITUTO VIAL PROVINCIAL DE CAMANA,AREQUIPA,1,0,0.0,220249.0,False
INSTITUTO VIAL PROVINCIAL DE SAN PABLO,CAJAMARCA,1,0,0.0,271419.0,False
INSTITUTO VIAL PROVINCIAL DE SATIPO - IVP SATIPO,JUNIN,1,0,0.0,56703.0,False
INSTITUTO VIAL PROVINCIAL DE TOCACHE - IVP TOCACHE,SAN MARTIN,1,0,0.0,65500.0,False
INSTITUTO VIAL PROVINCIAL DE YAULI LA OROYA,JUNIN,1,0,0.0,82320.0,False
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE CONCEPCION,JUNIN,1,0,0.0,58908.0,False
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE CORONGO,ANCASH,1,0,0.0,229099.0,False
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE MARISCAL LUZURIAGA,ANCASH,1,0,0.0,92610.0,False
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE POMABAMBA,ANCASH,1,0,0.0,125903.0,False
MANCOMUNIDAD MUNICIPAL ALTO UTCUBAMBA,AMAZONAS,1,0,0.0,65000.0,False
MEF - SECRETARIA TECNICA DE APOYO A LA COMISION AD HOC CREADA POR LA LEY 29625,LIMA,1,0,0.0,412500.0,False
MINAG - PROYECTO ESPECIAL SIERRA CENTRO SUR,AYACUCHO,1,0,0.0,51266.0,False
MINISTERIO DE DEFENSA - CENTRO DE ALTOS ESTUDIOS NACIONALES - ESCUELA DE POSGRADO,LIMA,1,0,0.0,74932.0,False
