procesos_con_plazo,pct_con_dato,mediana_dias,p25_dias,con_plazo_corto,pct_plazo_corto,dias_minimos,pct_postor_unico_con_plazo_corto,pct_postor_unico_con_plazo_normal,n_plazo_corto_adjudicados,n_plazo_normal_adjudicados
14092,69.0,4.0,2.0,3783,26.85,3,5.88,1.27,2619,6149
