ccpp_id,departamento,distrito,poblacion,peso_muestral,ipress_mas_cercana_pie,t_pie_seg,dist_pie_m,t_pie_min,alcanzable_pie,snap_colapsado_pie
CP010536,LAMBAYEQUE,LAMBAYEQUE,3754.99582862854,3754.99582862854,00004372,517.4,718.6,8.623333333333333,True,False
CP010552,LAMBAYEQUE,LAMBAYEQUE,9665.185775756836,9665.185775756836,00029292,2137.4,2968.4,35.623333333333335,True,False
CP010554,LAMBAYEQUE,MOCHUMI,2824.9079055786133,2824.9079055786133,00004380,345.3,479.7,5.755,True,False
CP010591,LAMBAYEQUE,MORROPE,14855.757251739502,14855.757251739502,00035928,146.5,203.3,2.441666666666667,True,False
CP010596,LAMBAYEQUE,MORROPE,4134.088554382324,4134.088554382324,00004429,280.9,390.1,4.681666666666667,True,False
CP010610,LAMBAYEQUE,MORROPE,2674.6141357421875,2674.6141357421875,00004426,14921.3,20723.9,248.68833333333333,True,False
CP010611,LAMBAYEQUE,MORROPE,2731.17325592041,2731.17325592041,00004426,11295.1,15687.2,188.25166666666667,True,False
CP010626,LAMBAYEQUE,MORROPE,0.0,0.0,00004383,3460.7,4806.1,57.67833333333333,True,False
CP010627,LAMBAYEQUE,MORROPE,162.8487548828125,162.8487548828125,00004427,2510.8,3487.4,41.84666666666667,True,False
CP010630,LAMBAYEQUE,SAN JOSE,8213.618534088135,8213.618534088135,00004345,225.7,313.7,3.7616666666666663,True,False
CP010638,LAMBAYEQUE,SAN JOSE,4296.176410675049,4296.176410675049,00004348,156.1,216.8,2.6016666666666666,True,False
CP010643,LAMBAYEQUE,TUCUME,3699.949213027954,3699.949213027954,00004389,154.1,213.8,2.5683333333333334,True,False
CP010658,LAMBAYEQUE,MOCHUMI,2196.3409309387207,2196.3409309387207,00026094,1234.9,1715.1,20.581666666666667,True,False
CP010671,LAMBAYEQUE,LA VICTORIA,2973.1574668884277,2973.1574668884277,00033044,1256.0,1744.5,20.933333333333334,True,False
CP010672,LAMBAYEQUE,LA VICTORIA,22745.160041809082,22745.160041809082,00034072,1785.4,2479.8,29.756666666666668,True,False
CP010678,LAMBAYEQUE,MONSEFU,2209.155605316162,2209.155605316162,00004349,720.0,999.5,12.0,True,False
CP010681,LAMBAYEQUE,CHICLAYO,16919.141216278076,16919.141216278076,00004339,5947.3,8259.9,99.12166666666667,True,False
CP010682,LAMBAYEQUE,CHICLAYO,24186.44892501831,24186.44892501831,00027515,563.0,782.0,9.383333333333333,True,False
CP010683,LAMBAYEQUE,CHICLAYO,9707.379726409912,9707.379726409912,00027515,2146.0,2980.1,35.766666666666666,True,False
CP010684,LAMBAYEQUE,CHICLAYO,9607.508293151855,9607.508293151855,00004339,3845.6,5340.8,64.09333333333333,True,False
CP010686,LAMBAYEQUE,CHICLAYO,3381.9118366241455,3381.9118366241455,00027515,2568.7,3567.5,42.81166666666666,True,False
CP010687,LAMBAYEQUE,JOSE LEONARDO ORTIZ,22664.601406097412,22664.601406097412,00034752,447.4,621.3,7.456666666666666,True,False
CP010688,LAMBAYEQUE,JOSE LEONARDO ORTIZ,37572.410888671875,37572.410888671875,00007183,937.7,1302.3,15.628333333333334,True,False
CP010689,LAMBAYEQUE,JOSE LEONARDO ORTIZ,15159.405347824097,15159.405347824097,00006954,2495.3,3465.6,41.58833333333334,True,False
CP010692,LAMBAYEQUE,REQUE,2069.47017288208,2069.47017288208,00027737,2000.5,2778.3,33.34166666666667,True,False
CP010702,LAMBAYEQUE,FERREÑAFE,6265.790328979492,6265.790328979492,00035654,846.5,1175.7,14.108333333333333,True,False
CP010703,LAMBAYEQUE,FERREÑAFE,4340.341320037842,4340.341320037842,00004441,833.3,1157.8,13.888333333333332,True,False
CP010724,LAMBAYEQUE,PATAPO,2395.3978214263916,2395.3978214263916,00004336,438.1,608.7,7.301666666666667,True,False
CP010726,LAMBAYEQUE,TUMAN,2898.1868419647217,2898.1868419647217,00006723,939.9,1305.5,15.665,True,False
CP010727,LAMBAYEQUE,TUMAN,3958.6907863616943,3958.6907863616943,00006723,1103.7,1532.7,18.395,True,False
CP010728,LAMBAYEQUE,TUMAN,4674.011096954346,4674.011096954346,00029984,1331.5,1849.3,22.191666666666666,True,False
CP010803,LAMBAYEQUE,CAÑARIS,6265.684020996094,6265.684020996094,00007318,406.0,564.2,6.766666666666667,True,False
CP010813,LAMBAYEQUE,INCAHUASI,417.4454345703125,417.4454345703125,00004455,25.5,35.4,0.425,True,False
CP010814,LAMBAYEQUE,CAÑARIS,2856.57958984375,2856.57958984375,00034132,3803.1,5281.4,63.385,True,False
CP010915,LAMBAYEQUE,PITIPO,2005.2860174179077,2005.2860174179077,00007317,97.1,134.7,1.6183333333333332,True,False
CP010938,LAMBAYEQUE,PITIPO,2960.1077613830566,2960.1077613830566,00004451,208.5,289.3,3.475,True,False
CP010947,LAMBAYEQUE,CHOCHOPE,318.8411064147949,318.8411064147949,00004396,132.6,184.1,2.21,True,False
CP010968,LAMBAYEQUE,ILLIMO,1305.7101764678955,1305.7101764678955,00004376,149.1,207.3,2.485,True,False
CP010990,LAMBAYEQUE,JAYANCA,1587.2924919128418,1587.2924919128418,00038883,82.8,115.0,1.38,True,False
CP010996,LAMBAYEQUE,JAYANCA,2200.422504425049,2200.422504425049,00038883,11508.3,15983.4,191.80499999999998,True,False
CP011031,LAMBAYEQUE,MOTUPE,3678.9291772842407,4340.778212486463,00008839,50.1,69.7,0.8350000000000001,True,False
CP011071,LAMBAYEQUE,PACORA,3482.911229133606,3482.911229133606,00004384,231.3,321.2,3.855,True,False
CP011088,LAMBAYEQUE,SALAS,2270.4669666290283,2270.4669666290283,00004386,329.9,458.2,5.498333333333333,True,False
CP011177,LAMBAYEQUE,OLMOS,3007.6154918670654,3019.412821538779,00011688,1589.4,2207.4,26.490000000000002,True,False
CP011359,LAMBAYEQUE,OLMOS,5895.154125213623,5918.277784760121,00034054,201.7,280.1,3.3616666666666664,True,False
CP011470,LAMBAYEQUE,OLMOS,3206.284957885742,3218.8615657573,00004415,18795.7,26104.6,313.26166666666666,True,False
CP011520,LAMBAYEQUE,JOSE LEONARDO ORTIZ,45182.023780822754,45182.023780822754,00027508,349.7,485.5,5.828333333333333,True,False
CP011529,LAMBAYEQUE,PATAPO,2058.5394191741943,2058.5394191741943,00004337,441.5,613.2,7.358333333333333,True,False
CP011583,LAMBAYEQUE,REQUE,5077.951234817505,5077.951234817505,00038395,79.7,110.5,1.3283333333333334,True,False
CP011599,LAMBAYEQUE,LA VICTORIA,5480.131093978882,5480.131093978882,00033044,3490.8,4848.0,58.18,True,False
CP011620,LAMBAYEQUE,LA VICTORIA,3834.824981689453,3834.824981689453,00033044,560.8,778.7,9.346666666666666,True,False
CP011636,LAMBAYEQUE,PIMENTEL,2042.7381038665771,2042.7381038665771,00007306,599.2,832.3,9.986666666666668,True,False
CP011733,LAMBAYEQUE,INCAHUASI,3158.9265518188477,3158.9265518188477,00004457,121.8,169.2,2.03,True,False
CP011786,LAMBAYEQUE,SAN JOSE,2542.0730171203613,2542.0730171203613,00004345,400.2,555.9,6.67,True,False
CP011789,LAMBAYEQUE,LAMBAYEQUE,3894.9716300964355,3894.9716300964355,00004373,624.2,867.0,10.403333333333334,True,False
CP011795,LAMBAYEQUE,LAMBAYEQUE,2568.660957336426,2568.660957336426,00033390,469.8,652.5,7.83,True,False
CP011796,LAMBAYEQUE,LAMBAYEQUE,10542.594944000244,10542.594944000244,00028903,1176.4,1634.1,19.60666666666667,True,False
CP011815,LAMBAYEQUE,MOCHUMI,4221.492599487305,4221.492599487305,00004380,290.0,402.8,4.833333333333333,True,False
CP011873,LAMBAYEQUE,JAYANCA,2140.3557357788086,2140.3557357788086,00038883,142.9,198.4,2.381666666666667,True,False
CP012079,LORETO,CONTAMANA,27123.52227783203,27123.52227783203,00000162,228.9,317.8,3.815,True,False
CP012121,LORETO,INAHUAYA,2862.8333740234375,2862.8333740234375,00000176,0.0,0.0,0.0,True,True
CP012126,LORETO,PAMPA HERMOSA,9633.258117675781,9633.258117675781,00000176,0.0,0.0,0.0,True,True
CP012127,LORETO,PAMPA HERMOSA,0.0,0.0,00017455,0.0,0.0,0.0,True,True
CP012138,LORETO,PAMPA HERMOSA,2411.334716796875,2411.334716796875,00000176,0.0,0.0,0.0,True,True
CP012159,LORETO,SARAYACU,14974.505676269531,14974.505676269531,00000181,0.0,0.0,0.0,True,True
CP012178,LORETO,VARGAS GUERRA,5445.30916595459,5445.30916595459,00000181,0.0,0.0,0.0,True,True
CP012183,LORETO,VARGAS GUERRA,2430.744384765625,2430.744384765625,00000181,0.0,0.0,0.0,True,True
CP012218,LORETO,YURIMAGUAS,124.3234634399414,124.3234634399414,00000230,0.0,0.0,0.0,True,True
CP012227,LORETO,YURIMAGUAS,2351.8434410095215,2351.8434410095215,00000230,166.5,231.2,2.775,True,False
CP012229,LORETO,YURIMAGUAS,2863.0532608032227,2863.0532608032227,00000227,163.5,226.9,2.725,True,False
CP012235,LORETO,TENIENTE CESAR LOPEZ ROJAS,5750.025009155273,5750.025009155273,00000206,94.9,131.8,1.5816666666666668,True,False
CP012269,LORETO,SOPLIN,678.4256286621094,678.4256286621094,00000152,0.0,0.0,0.0,True,True
CP012272,LORETO,SARAYACU,0.0,0.0,00000181,0.0,0.0,0.0,True,True
CP012317,LORETO,MAQUIA,7889.401123046875,7889.401123046875,00000181,0.0,0.0,0.0,True,True
CP012318,LORETO,EMILIO SAN MARTIN,7192.515625,7192.515625,00000181,0.0,0.0,0.0,True,True
CP012329,LORETO,YURIMAGUAS,26730.204511642456,26730.204511642456,00025454,19.9,27.7,0.33166666666666667,True,False
CP012371,LORETO,YURIMAGUAS,4710.443508148193,4710.443508148193,00000215,5261.0,7307.4,87.68333333333334,True,False
CP012375,LORETO,YURIMAGUAS,2118.4554290771484,2118.4554290771484,00033385,3414.6,4742.6,56.91,True,False
CP012376,LORETO,YURIMAGUAS,3062.5083618164062,3062.5083618164062,00000223,0.0,0.0,0.0,True,True
CP012398,LORETO,YURIMAGUAS,712.9865493774414,712.9865493774414,00000222,0.1,0.1,0.0016666666666666668,True,False
CP012406,LORETO,YURIMAGUAS,3797.2247009277344,3797.2247009277344,00000300,0.0,0.0,0.0,True,True
CP012407,LORETO,YURIMAGUAS,2357.0128631591797,2357.0128631591797,00036653,1501.2,2084.6,25.02,True,False
CP012410,LORETO,YURIMAGUAS,2923.888229370117,2923.888229370117,00000217,0.0,0.0,0.0,True,True
CP012488,LORETO,TENIENTE CESAR LOPEZ ROJAS,0.0,0.0,00000208,0.0,0.0,0.0,True,True
CP012496,LORETO,EMILIO SAN MARTIN,0.0,0.0,00000152,0.0,0.0,0.0,True,True
CP012497,LORETO,EMILIO SAN MARTIN,0.0,0.0,00000157,0.0,0.0,0.0,True,True
CP012522,LORETO,MAQUIA,0.0,0.0,00000157,0.0,0.0,0.0,True,True
CP012615,LORETO,BALSAPUERTO,747.4878005981445,747.4878005981445,00000187,282.8,392.6,4.713333333333334,True,False
CP012674,LORETO,YAQUERANA,1398.0157165527344,1398.0157165527344,00000053,0.0,0.0,0.0,True,True
CP012697,LORETO,CAHUAPANAS,1591.1269454956055,1591.1269454956055,00000244,0.0,0.0,0.0,True,True
CP012725,LORETO,JEBEROS,3505.1876678466797,3505.1876678466797,00000192,0.0,0.0,0.0,True,True
CP012748,LORETO,LAGUNAS,9808.40729522705,9808.40729522705,00032291,325.6,452.0,5.426666666666667,True,False
CP012749,LORETO,LAGUNAS,2858.7791175842285,2858.7791175842285,00000196,191.2,265.6,3.1866666666666665,True,False
CP012784,LORETO,REQUENA,24343.514709472656,24343.514709472656,00014386,822.3,1142.0,13.705,True,False
CP012818,LORETO,CAPELO,4407.775436401367,4407.775436401367,00000132,0.0,0.0,0.0,True,True
CP012858,LORETO,REQUENA,2667.9784202575684,2667.9784202575684,00000136,1849.5,2568.8,30.825,True,False
CP012872,LORETO,BARRANCA,0.0,0.0,00000238,0.0,0.0,0.0,True,True
CP012873,LORETO,BARRANCA,13695.277866363525,13695.277866363525,00025127,262.0,364.0,4.366666666666666,True,False
CP012936,LORETO,MANSERICHE,6748.739952087402,6748.739952087402,00000238,0.0,0.0,0.0,True,True
CP012949,LORETO,MANSERICHE,4116.893684387207,4116.893684387207,00000238,0.0,0.0,0.0,True,True
CP012967,LORETO,MORONA,14832.192749023438,14832.192749023438,00000238,0.0,0.0,0.0,True,True
CP012977,LORETO,PASTAZA,3885.895751953125,3885.895751953125,00011691,0.0,0.0,0.0,True,True
CP012984,LORETO,PASTAZA,2694.370849609375,2694.370849609375,00000236,0.0,0.0,0.0,True,True
CP013000,LORETO,NAUTA,8909.811115264893,8909.811115264893,00000091,303.3,421.1,5.055000000000001,True,False
CP013001,LORETO,NAUTA,448.514892578125,448.514892578125,00000093,0.0,0.0,0.0,True,True
CP013002,LORETO,NAUTA,3928.2754707336426,3928.2754707336426,00030800,103.4,143.7,1.7233333333333334,True,False
CP013004,LORETO,NAUTA,9084.248718261719,9084.248718261719,00030800,698.2,970.2,11.636666666666667,True,False
CP013051,LORETO,PARINARI,0.0,0.0,00000100,0.0,0.0,0.0,True,True
CP013079,LORETO,URARINAS,0.0,0.0,00000111,420.4,583.9,7.006666666666666,True,False
CP013124,LORETO,SAQUENA,4244.7960205078125,4244.7960205078125,00000155,0.0,0.0,0.0,True,True
CP013138,LORETO,JENARO HERRERA,5762.569059371948,5762.569059371948,00000136,0.0,0.0,0.0,True,True
CP013192,LORETO,PARINARI,3583.8136444091797,3583.8136444091797,00000142,0.0,0.0,0.0,True,True
CP013217,LORETO,FERNANDO LORES,19254.065673828125,19254.065673828125,00025268,4110.5,5709.1,68.50833333333334,True,False
CP013312,LORETO,SAN JUAN BAUTISTA,4631.879302978516,4631.879302978516,00000033,3269.9,4541.5,54.498333333333335,True,False
CP013321,LORETO,SAN JUAN BAUTISTA,2244.1785888671875,2244.1785888671875,00000033,2057.4,2857.3,34.29,True,False
CP013334,LORETO,SAN JUAN BAUTISTA,2703.3986206054688,2703.3986206054688,00006694,375.2,521.0,6.253333333333333,True,False
CP013338,LORETO,SAN JUAN BAUTISTA,9182.044677734375,9182.044677734375,00006694,5692.4,7905.9,94.87333333333332,True,False
CP013403,LORETO,NAUTA,2562.2521362304688,2562.2521362304688,00000101,0.0,0.0,0.0,True,True
CP013421,LORETO,TIGRE,3270.7782611846924,3270.7782611846924,00000101,0.0,0.0,0.0,True,True
CP013455,LORETO,SAN PABLO,2627.718605041504,2627.718605041504,00000123,305.6,424.5,5.093333333333334,True,False
CP013487,LORETO,MANSERICHE,0.0,0.0,00000238,0.0,0.0,0.0,True,True
CP013489,LORETO,RAMON CASTILLA,336.93931102752686,352.12729543438354,00000122,0.0,0.0,0.0,True,True
CP013509,LORETO,YAVARI,140.4773347377777,159.37466866703096,00000125,0.0,0.0,0.0,True,True
CP013558,LORETO,IQUITOS,17610.556153297424,17610.556153297424,00032466,560.5,778.4,9.341666666666667,True,False
CP013574,LORETO,ALTO NANAY,871.9198608398438,871.9198608398438,00000005,0.0,0.0,0.0,True,True
CP013702,LORETO,PUNCHANA,5526.033560752869,5526.033560752869,00015329,121.3,168.4,2.0216666666666665,True,False
CP013703,LORETO,PUNCHANA,94.50486755371094,94.50486755371094,00000017,0.0,0.0,0.0,True,True
CP013747,LORETO,PUNCHANA,3407.5041246414185,3407.5041246414185,00000271,632.9,879.0,10.548333333333334,True,False
CP013772,LORETO,BELEN,4625.528820037842,4625.528820037842,00025700,607.5,843.5,10.125,True,False
CP013792,LORETO,SAN JUAN BAUTISTA,2586.828155517578,2586.828155517578,00000048,314.7,437.3,5.245,True,False
CP013799,LORETO,SAN JUAN BAUTISTA,2873.2222080230713,2873.2222080230713,00035365,315.5,438.1,5.258333333333334,True,False
CP013800,LORETO,SAN JUAN BAUTISTA,4568.214868545532,4568.214868545532,00000028,42.1,58.5,0.7016666666666667,True,False
CP013801,LORETO,SAN JUAN BAUTISTA,1549.317403793335,1549.317403793335,00000029,124.2,172.5,2.07,True,False
CP013810,LORETO,SAN JUAN BAUTISTA,5654.253953933716,5654.253953933716,00032395,476.0,661.3,7.933333333333334,True,False
CP013811,LORETO,SAN JUAN BAUTISTA,5022.205492019653,5022.205492019653,00035959,300.3,417.0,5.005,True,False
CP013814,LORETO,SAN JUAN BAUTISTA,2845.9569244384766,2845.9569244384766,00011777,314.0,436.3,5.233333333333333,True,False
CP013815,LORETO,SAN JUAN BAUTISTA,6361.624967575073,6361.624967575073,00000032,864.3,1200.8,14.405,True,False
CP013817,LORETO,SAN JUAN BAUTISTA,14639.943235397339,14639.943235397339,00006794,749.2,1040.8,12.486666666666668,True,False
CP013820,LORETO,SAN JUAN BAUTISTA,4293.301773071289,4293.301773071289,00006794,1854.6,2575.8,30.91,True,False
CP013822,LORETO,SAN JUAN BAUTISTA,4515.360641479492,4515.360641479492,00000035,238.0,330.3,3.966666666666667,True,False
CP013823,LORETO,SAN JUAN BAUTISTA,16370.593475341797,16370.593475341797,00017213,676.1,939.3,11.268333333333334,True,False
CP013895,LORETO,RAMON CASTILLA,2133.6880519390106,2229.8668586301023,00011556,84.7,117.8,1.4116666666666666,True,False
CP013946,LORETO,SAN PABLO,4090.9374389648438,4090.9374389648438,00000124,666.9,926.2,11.115,True,False
CP013991,LORETO,TROMPETEROS,2430.689353942871,2430.689353942871,00000105,0.0,0.0,0.0,True,True
CP014003,LORETO,SAN JUAN BAUTISTA,4890.084092140198,4890.084092140198,00031682,402.7,559.3,6.711666666666667,True,False
CP014004,LORETO,IQUITOS,6023.231822013855,6023.231822013855,00038409,185.6,257.7,3.0933333333333333,True,False
CP014082,LORETO,INDIANA,8374.078323364258,8374.078323364258,00000054,0.0,0.0,0.0,True,True
CP014104,LORETO,LAS AMAZONAS,2802.2052001953125,2802.2052001953125,00000054,0.0,0.0,0.0,True,True
CP014130,LORETO,LAS AMAZONAS,4699.428894042969,4699.428894042969,00000054,0.0,0.0,0.0,True,True
CP014151,LORETO,MAZAN,0.0,0.0,00000054,0.0,0.0,0.0,True,True
CP014214,LORETO,MAZAN,2101.5507202148438,2101.5507202148438,00000054,0.0,0.0,0.0,True,True
CP014215,LORETO,MAZAN,7390.514541625977,7390.514541625977,00000054,0.0,0.0,0.0,True,True
CP014231,LORETO,MORONA,16243.404479980469,16243.404479980469,00011691,0.0,0.0,0.0,True,True
CP014272,LORETO,TIGRE,1138.752239227295,1138.752239227295,00000101,0.0,0.0,0.0,True,True
CP014292,LORETO,PEBAS,3119.2039070129395,3119.2039070129395,00000063,210.3,292.3,3.5050000000000003,True,False
CP014312,LORETO,PEBAS,0.0,0.0,00025332,0.0,0.0,0.0,True,True
CP014352,LORETO,MAZAN,3036.0537719726562,3036.0537719726562,00000054,0.0,0.0,0.0,True,True
CP014421,LORETO,ANDOAS,254.28570175170898,254.28570175170898,00000106,0.0,0.0,0.0,True,True
CP014422,LORETO,ANDOAS,2054.199821472168,2054.199821472168,00000106,0.0,0.0,0.0,True,True
CP014423,LORETO,ANDOAS,0.0,0.0,00000307,0.0,0.0,0.0,True,True
CP014426,LORETO,ANDOAS,0.0,0.0,00000307,0.0,0.0,0.0,True,True
CP014448,LORETO,TROMPETEROS,279.7003917694092,279.7003917694092,00000106,0.0,0.0,0.0,True,True
CP014473,LORETO,TROMPETEROS,8472.429016113281,8472.429016113281,00000106,0.0,0.0,0.0,True,True
CP014475,LORETO,ANDOAS,2296.325870513916,2296.325870513916,00000106,0.0,0.0,0.0,True,True
CP014498,LORETO,NAPO,10255.095611572266,10255.095611572266,00000069,0.0,0.0,0.0,True,True
CP014535,LORETO,PUTUMAYO,1792.1728191375732,1792.1728191375732,00000077,0.0,0.0,0.0,True,True
CP014675,LORETO,TORRES CAUSANA,525.3459091186523,525.3459091186523,00000070,0.0,0.0,0.0,True,True
CP015067,LORETO,URARINAS,14900.652587890625,14900.652587890625,00018148,0.0,0.0,0.0,True,True
CP015123,LORETO,NAUTA,3747.480926513672,3747.480926513672,00000096,2262.7,3142.4,37.711666666666666,True,False
CP015263,LORETO,SAN JUAN BAUTISTA,4258.786926269531,4258.786926269531,00025268,846.4,1175.3,14.106666666666666,True,False
CP015285,LORETO,SAN JUAN BAUTISTA,15019.65396118164,15019.65396118164,00006794,1055.1,1465.4,17.584999999999997,True,False
CP015288,LORETO,SAN JUAN BAUTISTA,23533.01806640625,23533.01806640625,00006794,247.8,344.3,4.13,True,False
