cod_ipress,nombre,categoria,institucion,departamento,provincia,distrito,lon,lat
00006731,CHAPIS,I-3,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,MANSERICHE,-77.48417333,-4.39402
00000214,C.S. I-3 SANTA MARÍA,I-3,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS,-76.11411,-5.77113
00003699,CENTRO DE SALUD OYOLO,I-3,GOBIERNO REGIONAL,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,-73.18783833,-15.18010833
00026050,CENTRO DE SALUD MENTAL COMUNITARIO CARDOZO,I-3,GOBIERNO REGIONAL,LORETO,MAYNAS,BELEN,-73.271886,-3.774026
00003603,CENTRO DE SALUD CONCHOPATA,I-3,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.,-74.20863984,-13.15850315
00004342,REQUE,I-4,GOBIERNO REGIONAL,LAMBAYEQUE,CHICLAYO,REQUE,-79.81689167,-6.86514333
00004371,JAYANCA,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,-79.8188,-6.38506667
00000211,C.S. 1-3 CENTRO ESPEC.MATERNO INFAN.AGUAMIRO,I-3,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS,-76.11304333,-5.88774833
00027274,"CENTRO MEDICO ESPECIALIZADO ""PRENACER""",I-3,PRIVADO,AYACUCHO,HUAMANGA,AYACUCHO,-74.22523243,-13.15028712
00011408,CAP III IQUITOS,I-3,ESSALUD,LORETO,MAYNAS,IQUITOS,-73.26265928,-3.75279399
00000232,C.S. I-3 GRAU KM.40,I-3,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS,-76.24155,-6.0727
00015091,"CENTRO MEDICO INFANTIL ""NIÑOS FELICES""",I-3,PRIVADO,LORETO,MAYNAS,PUNCHANA,-73.25096348,-3.72868417
00000064,ACLAS I-3 MAZAN,I-3,GOBIERNO REGIONAL,LORETO,MAYNAS,MAZAN,-73.09167713,-3.49795605
00028326,OFIR SALUD SAC,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8424328,-6.7739232
00000009,SAN ANTONIO DE IQUITOS,I-3,GOBIERNO REGIONAL,LORETO,MAYNAS,IQUITOS,-73.25455621,-3.735462
00006997,PUCALA,I-3,GOBIERNO REGIONAL,LAMBAYEQUE,CHICLAYO,PUCALA,-79.60789167,-6.779125
00028471,BIEN D' SALUD_LORETO S.A.C,I-3,PRIVADO,LORETO,MAYNAS,SAN JUAN BAUTISTA,-73.29091062,-3.77739569
00030726,SIEMPRE JOVEN,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8440074,-6.7863925
00031080,CENTRO MEDICO OAMS GRAU E.I.R.L,I-3,PRIVADO,LORETO,MAYNAS,IQUITOS,-73.25499503,-3.76286663
00025796,CENTRO MEDIC SAN MIGUEL ARCANGEL VILARCH SAC.,I-3,PRIVADO,AYACUCHO,HUAMANGA,JESUS NAZARENO,-74.21610962,-13.15571477
00031843,CENTRO MEDICO DE LA SOCIEDAD DE BENEFICENCIA DE LAMBAYEQUE,I-3,OTRO,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,-79.9080757,-6.7197666
00031379,CENTRO MEDICO THANIY,I-3,PRIVADO,AYACUCHO,HUANTA,HUANTA,-74.24798069,-12.94379688
00030800,CENTRO DE SALUD MENTAL COMUNITARIO - NAUTA,I-3,GOBIERNO REGIONAL,LORETO,LORETO,NAUTA,-73.57667381,-4.50758885
00020543,"IPRESS I-4 MILITAR DIVISIONARIO ""SANTA ROSA"" IQUITOS",I-4,SANIDAD DEL EJERCITO DEL PERU,LORETO,MAYNAS,IQUITOS,-73.25337675,-3.76212057
00031315,INVERSIONES PREVENTIVA S.R.L.,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8506245,-6.7693378
00031693,CENTRO MEDICO WARI S.A.C.,I-3,PRIVADO,AYACUCHO,HUAMANGA,JESUS NAZARENO,-74.217445,-13.156082
00031735,LORETO SALUD SOCIEDAD ANONIMA CERRADA,I-3,PRIVADO,LORETO,MAYNAS,IQUITOS,-73.26157957,-3.74024492
00031595,AYACUCHO ESPECIALIDADES MEDICAS,I-3,PRIVADO,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.,-74.21030558,-13.16476541
00031695,POLICLINICO ONCOLABS,I-3,PRIVADO,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.,-74.2003231,-13.1560699
00031810,CENTRO DE SALUD MENTAL COMUNITARIO I 3 - CONTAMANA,I-3,GOBIERNO REGIONAL,LORETO,UCAYALI,CONTAMANA,-75.00969019,-7.3484333
00031342,SAMA OCUPACIONAL,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.844932,-6.7859641
00030950,CLINICA DE SALUD SAN FELIPE,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,LA VICTORIA,-79.8430916,-6.7899979
00031670,Corporación Los ángeles Centro Medico Quirúrgico Especializado EIRL,I-3,PRIVADO,LORETO,MAYNAS,PUNCHANA,-73.2520018,-3.7269659
00031862,CENTRO MEDICO SERVIMEDIC,I-3,PRIVADO,AYACUCHO,HUAMANGA,JESUS NAZARENO,-74.21728233,-13.15590578
00033137,CENTRO MEDICO PROSAMAS,I-3,PRIVADO,AYACUCHO,HUAMANGA,JESUS NAZARENO,-74.2235641,-13.1638737
00030910,POLICLINICO DE DIAGNOSTICO Y TRATAMIENTO BIENVITAL,I-3,PRIVADO,AYACUCHO,HUAMANGA,AYACUCHO,-74.2251688,-13.1519533
00031615,SERVISALUD,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8549907,-6.7700798
00031980,CRUZ DE MOTUPE,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,-79.8438875,-6.76248864
00032807,CENTRO MEDICO AMISTAD Y SALUD,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.9080757,-6.7197666
00031986,CENTRO MEDICO SANTO TOMAS SAC,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8560916,-6.7707872
00032267,"POLICLINICO NEUROLOGICO Y ESPECIALIDADES MEDICAS ""DESPERTARES""",I-3,PRIVADO,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,-74.2235641,-13.1638737
00031625,CHICLAYO SALUD,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8611832,-6.7748934
00032963,TRUAMA CENTER LORETO E.I.R.L,I-3,PRIVADO,LORETO,MAYNAS,IQUITOS,-73.25511679,-3.76294666
00032464,CLINICA TRAUMATOLOGICA AGUAMIRO,I-4,PRIVADO,LORETO,ALTO AMAZONAS,YURIMAGUAS,-76.1265116,-5.9038293
00032361,OFTALMOSELVA E.I.R.L,I-3,PRIVADO,LORETO,MAYNAS,PUNCHANA,-73.24775422,-3.72958482
00032768,CENTRO MEDICO IQUITOS VIDA,I-3,PRIVADO,LORETO,MAYNAS,IQUITOS,-73.2554858,-3.7613975
00031974,CEIM,I-3,PRIVADO,LORETO,MAYNAS,IQUITOS,-73.2516029,-3.7436382
00032451,GLOBAL LASER,I-3,PRIVADO,LORETO,MAYNAS,IQUITOS,-73.2516326,-3.7436735
00031994,MEDISAG SAC.,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,LA VICTORIA,-79.84697288,-6.80217505
00031717,CENTRO MEDICO VIDA SANA,I-3,PRIVADO,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,-74.22337452,-13.16401411
00032264,CENTRO MEDICO PAZ Y BIEN,I-3,PRIVADO,AYACUCHO,HUAMANGA,AYACUCHO,-74.2248452,-13.1637362
00032076,CENTRO MEDICO DE ACCION SOCIAL PAZ Y BIEN,I-3,PRIVADO,AYACUCHO,HUAMANGA,AYACUCHO,-74.226073,-13.16327055
00032743,POSOPE ALTO,I-4,GOBIERNO REGIONAL,LAMBAYEQUE,CHICLAYO,PATAPO,-79.6309108,-6.7347251
00033500,CENTRO MEDICO JESUS PILOTO,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8459231,-6.7694378
00032252,CENTRO MEDIC PROSAMAS-PUQUIO,I-3,OTRO,AYACUCHO,LUCANAS,PUQUIO,-74.12487186,-14.69322541
00033044,CENTRO MEDICO RUTA 66 SAC,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,LA VICTORIA,-79.8501507,-6.8018813
00031985,"CENTRO MEDICO "" EL NAZARENO""",I-3,PRIVADO,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,-79.7869714,-6.6340676
00032467,CENTRO DE DIAGNOSTICO ESPECIALIZADO PUTUMAYO E.I.R.L,I-3,PRIVADO,LORETO,MAYNAS,IQUITOS,-73.25226024,-3.74306594
00034044,CENTRO MEDICO N&A S.A.C,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.845161,-6.7712768
00034073,POLICLINICO INMACULADA,I-3,PRIVADO,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,-73.242159,-14.9585226
00034548,CLÍNICA DE OJOS LÁSER CHICLAYO,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8446844,-6.7814658
00034069,CALIDAD Y SALUD,I-3,PRIVADO,LAMBAYEQUE,LAMBAYEQUE,OLMOS,-79.7455956,-5.9873416
00033337,CENTRO MEDICO UYUCCASA - SG NATCLAR S.A.C,I-3,PRIVADO,AYACUCHO,VICTOR FAJARDO,APONGO,-73.93216,-13.995126
00034054,PREVENTIVA SALUD OCUPACIONAL,I-3,PRIVADO,LAMBAYEQUE,LAMBAYEQUE,OLMOS,-79.7469963,-5.987685
00033467,MEDISALUD,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,PATAPO,-79.6360543,-6.7349037
00034080,CENTRO MEDICO CONTRA EL CANCER HEPATOSALUD,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8414069,-6.7855057
00034041,CENTRO DE ATENCIÓN PRIMARIA III METROPOLITANO,I-3,ESSALUD,AYACUCHO,HUAMANGA,JESUS NAZARENO,-74.2166323,-13.15678416
00034149,CENTRO DE SALUD I-3 NUEVA UNIÓN - RIO CHAMBIRA,I-3,GOBIERNO REGIONAL,LORETO,LORETO,URARINAS,-74.9312591,-4.57569555
00034046,ESTABLECIMIENTO SALUD Y ASOCIADOS NEW CAR SAC,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.84590129,-6.77003561
00033809,ESTABLECIMIENTO DE SALUD SAN JORGE GROUP SAC,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8684131,-6.77470251
00034092,CENTRO MEDICO NEONATITOS,I-3,PRIVADO,LORETO,MAYNAS,BELEN,-73.27266978,-3.76658669
00035162,CENTRO DE SALUD MENTAL COMUNITARIO CABALLO COCHA,I-3,GOBIERNO REGIONAL,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,-70.5128364,-3.90945592
00035482,MEDISALUD MEDICAL CENTER,I-3,OTRO,LAMBAYEQUE,CHICLAYO,LA VICTORIA,-79.8330204,-6.7937979
00034979,CENTRO MEDICO ESPECIALIZADO JETHRO E.I.R.L.,I-3,PRIVADO,LORETO,MAYNAS,IQUITOS,-73.2540732,-3.7477277
00036620,REBAGLIATI SERVICIOS MEDICOS ESPECIALIZADOS,I-3,PRIVADO,AYACUCHO,HUANTA,HUANTA,-74.2527864,-12.93701238
00037932,CENTRO MEDICO BENE SALUD E.I.R.L.,I-3,PRIVADO,LORETO,MAYNAS,IQUITOS,-73.25198772,-3.75106047
00036926,"E.P.S.S.""NIÑO JESUS""",I-4,PRIVADO,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.,-74.2109074,-13.1624909
00035980,INTELAB MEDIC,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8442794,-6.7685505
00036986,MEDICAL SILVA,I-3,PRIVADO,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,-79.91112242,-6.69875876
00038874,CENTRO MEDICOSALUD & BIENESTAR SERVICIOS PROFESIONALES E.I.R.L.,I-3,PRIVADO,LORETO,MAYNAS,IQUITOS,-73.2670766,-3.7306062
00038818,SAGRADA FAMILIA CENTRO MEDICO ESPECIALIZADO,I-3,PRIVADO,AYACUCHO,HUAMANGA,JESUS NAZARENO,-74.2172069,-13.15776329
00036430,CENTRO MEDICO BREVETES PERU VRAE SAC,I-3,PRIVADO,AYACUCHO,LA MAR,AYNA,-73.78915451,-12.6237549
00035646,CENTRO MEDICO SOLJOAQUI SALUD S.A.,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8429794,-6.782435
00037086,POLICLINICO SOLIDARIO LAB SALUD,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,-79.8337052,-6.7573172
00038883,CENTRO MEDICO JAYANCA VIDA E.I.R.L.,I-3,PRIVADO,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,-79.82185,-6.3914782
00036770,CENTRO MEDICO VIDA DIOSPI SUYANA,I-3,PRIVADO,AYACUCHO,HUANTA,HUANTA,-74.25203539,-12.93604515
00038350,CENTRO MEDICO SOLIDARIDAD PUQUIO,I-3,PRIVADO,AYACUCHO,LUCANAS,PUQUIO,-74.12570581,-14.69291637
00036243,FAMILIA Y SALUD,I-3,PRIVADO,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,-79.90388137,-6.70249192
00036562,GRUPO KLMMO EIRL,I-3,PRIVADO,AYACUCHO,HUAMANGA,JESUS NAZARENO,-74.2188077,-13.1568345
00036594,CENTRO DE SALUD NAZARENO,I-3,GOBIERNO REGIONAL,AYACUCHO,HUAMANGA,JESUS NAZARENO,-74.21387977,-13.15537661
00035645,SAN AGUSTIN MEDICAL CENTER LOS SAUCES,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8444433,-6.7813264
00036311,CENTRO MEDICO ALLINKAY,I-3,PRIVADO,AYACUCHO,HUAMANGA,AYACUCHO,-74.2263884,-13.1476079
00036245,VITALIS LATAM E.I.R.L.,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8518803,-6.7671974
00036414,CENTRO MEDICO SANTO TOMAS PERU,I-3,PRIVADO,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,-79.90363029,-6.69765389
00035654,BIOSALUD SANTA LUCIA,I-3,PRIVADO,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,-79.78845141,-6.63151957
00037085,INKAMAY SALUD LAMBAYEQUE,I-3,PRIVADO,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,-79.90299997,-6.70683761
00035036,CENTRO MEDICO STA ROSA,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8422786,-6.7721804
00038278,CENTRO MEDICO SANTO TOMAS CHICLAYO,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.85946361,-6.76470427
00038882,ASTROMEDIC,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.84788478,-6.76745466
00038738,CENTRO MEDICO VIRGEN DEL CARMEN CHICLAYO,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.85758,-6.76816
00038849,SERVICIOS DE SALUD PAZ Y BIEN S.A.C.,I-3,PRIVADO,AYACUCHO,HUAMANGA,AYACUCHO,-74.22547249,-13.16343493
00037851,POLICLINICO DE LA SOLIDARIDAD AYACUCHO,I-3,MUNICIPALIDAD PROVINCIAL,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.,-74.21332477,-13.16368957
00038591,CENTRO DE SALUD MENTAL COMUNITARIO - YURIMAGUAS,I-3,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS,-76.1067627,-5.8966767
00038054,TRAMAZON DOCTOR,I-3,PRIVADO,LORETO,MAYNAS,IQUITOS,-73.2510457,-3.7480201
00038083,Fray Martin,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-77.04515374,-12.04641597
00037080,CENTRO MEDICO SAGRADO NIÑO JESUS,I-3,PRIVADO,AYACUCHO,HUAMANGA,JESUS NAZARENO,-74.21831904,-13.15625778
00038044,POLICLINICO CAVERO,I-3,PRIVADO,AYACUCHO,HUAMANGA,AYACUCHO,-74.22760065,-13.14873737
00036419,DOCTOR KAR E.I.R.L.,I-3,PRIVADO,LORETO,MAYNAS,IQUITOS,-73.25621528,-3.75278945
00037684,C&D SOMOS SALUD S.R.L,I-3,OTRO,LAMBAYEQUE,CHICLAYO,LA VICTORIA,-79.8429997,-6.7990075
00038172,GUERRERO SALUD,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.837055,-6.7744457
00037705,CENTRO MEDICO NAMAZONAS E.I.R.L.,I-3,PRIVADO,LORETO,ALTO AMAZONAS,YURIMAGUAS,-76.1096729,-5.89535336
00035579,EVA TECNOLOGIA INNOVACIÒN Y SALUD,I-3,PRIVADO,LORETO,MAYNAS,IQUITOS,-73.25365471,-3.75640803
00038769,DON JOAQUIN,I-3,PRIVADO,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,-79.89906785,-6.69937743
00037858,"CENTRO DE SALUD MENTAL COMUNITARIO ""ALLIN YUYAY WASI""",I-3,GOBIERNO REGIONAL,AYACUCHO,LA MAR,PATIBAMBA,-73.94098497,-13.06232552
00035784,CENTRO MEDICO BREVETES PERU,I-3,PRIVADO,AYACUCHO,HUAMANGA,JESUS NAZARENO,-74.21713716,-13.15579138
00038173,CENTRO MEDICO ESPECIALIZADO SALUD MADRE & MUJER S.A.C.,I-3,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO,-79.8451873,-6.780571
00037980,CENTRO MEDICO VRAEM,I-3,PRIVADO,AYACUCHO,HUANTA,HUANTA,-74.24276102,-12.94600256
00038832,CENTRO MEDICO ESPECIALIZADO MARIA AUXILIADORA,I-3,PRIVADO,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.,-74.2095428,-13.1624306
